ação,empresa,p,data_p,data_dem_financ_,consolidação,rotanc,roinvc,rpl,roa,margem_líquida,margem_bruta,margem_ebit,giro_ativo,alav_financ_,passivo_pl,p_lucro,p_vpa,p_rec_líq_,p_fco,p_fcf,p_ebit,p_ncav,p_ativo_total,p_cap_giro,ev_ebit,ev_ebitda,ev_rec_líq_,ev_fco,ev_fcf,ev_ativo_total,div_yield,volume_financ_(r$),market_cap(r$),#_ações_total,#_ações_ord_,#_ações_pref_
ALPK3,ESTAPAR,4.13,23/06/2023,31/03/2023,Consolidado,10.13,3.56,-29.08,-5.88,-12.67,29.35,8.26,0.46,7.07,6.07,-5.95,2.31,0.75,-6.40,0,9.13,-0.34,0.33,-3.46,21.62,6.39,1.79,0,-15.16,0.77,0.00,1513982,885581540,214426523,214426523,0
ESTR3,ESTRELA,19.95,14/06/2023,31/03/2023,Consolidado,-4.94,-3.59,10.01,-18.74,-29.57,49.89,13.71,0.63,-0.48,-1.48,-0.31,-0.03,0.09,-0.45,-0.42,0.68,-0.01,0.06,-0.03,7.03,6.47,0.96,-4.41,-4.65,0.66,0.00,1659,91478275,8083500,2694500,5389000
ESTR4,ESTRELA,7.00,23/06/2023,31/03/2023,Consolidado,-4.94,-3.59,10.01,-18.74,-29.57,49.89,13.71,0.63,-0.48,-1.48,-0.11,-0.01,0.03,-0.16,-0.15,0.24,0.00,0.02,-0.01,7.03,6.47,0.96,-4.41,-4.65,0.66,0.00,23671,91478275,8083500,2694500,5389000
ETER3,ETERNIT,11.38,23/06/2023,31/03/2023,Consolidado,15.91,24.15,19.38,11.00,9.59,30.19,12.11,1.15,1.69,0.69,5.99,1.01,0.57,7.95,-31.71,4.74,-13.21,0.60,1.66,5.15,4.39,0.62,-34.47,8.64,0.65,6.04,3229930,703017424,61776575,61776575,0
EUCA3,EUCATEX,15.67,23/06/2023,31/03/2023,Consolidado,7.59,8.99,13.12,7.47,9.94,31.48,12.78,0.75,1.83,0.83,5.64,0.70,0.56,5.46,14.72,4.38,-1.19,0.38,2.88,5.35,3.38,0.68,17.99,6.67,0.47,4.58,76749,1166626122,92619256,31257700,61361556
EUCA4,EUCATEX,11.03,23/06/2023,31/03/2023,Consolidado,7.59,8.99,13.12,7.47,9.94,31.48,12.78,0.75,1.83,0.83,3.97,0.49,0.39,3.84,10.36,3.09,-0.84,0.27,2.02,5.35,3.38,0.68,17.99,6.67,0.47,7.16,383805,1166626122,92619256,31257700,61361556
EVEN3,EVEN,6.92,23/06/2023,31/03/2023,Consolidado,2.86,4.87,7.83,2.38,5.80,21.95,6.56,0.41,3.43,2.43,10.18,0.75,0.59,-3.78,-3.75,9.01,-0.98,0.22,0.45,13.78,13.06,0.90,-5.73,-5.79,0.33,2.17,5471005,1453200000,210000000,210000000,0
BAUH3,EXCELSIOR,0,0,31/03/2023,Individual,6.09,6.26,-0.58,-0.37,-0.29,22.37,4.77,1.28,1.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.04,24.59,1.81,18.58,18.03,2.27,0,0,380699984,5222222,2846929,2375293
BAUH4,EXCELSIOR,72.90,23/06/2023,31/03/2023,Individual,6.09,6.26,-0.58,-0.37,-0.29,22.37,4.77,1.28,1.70,0.70,-651.86,4.03,1.89,18.81,19.38,39.68,-7.07,2.37,31.03,38.04,24.59,1.81,18.58,18.03,2.27,1.66,12996,380699984,5222222,2846929,2375293
EZTC3,EZTEC,18.29,23/06/2023,31/03/2023,Consolidado,2.72,2.90,5.98,5.18,24.18,31.58,17.69,0.21,1.24,0.24,15.41,0.90,3.73,-9.79,-9.44,21.06,4.27,0.72,1.98,24.04,22.25,4.25,-10.77,-11.17,0.82,1.56,41177337,4041890694,220989103,220989103,0
VSPT3,FER C ATLANT,0.00,21/11/2016,31/03/2023,Individual,-44.63,-26.37,-55.15,-27.87,-72.56,1.81,-49.98,0.38,3.43,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.49,-1.60,0.24,4.20,0.80,0.12,0.00,0,214,142807803,142807784,19
VSPT4,FER C ATLANT,0,0,31/03/2023,Individual,-44.63,-26.37,-55.15,-27.87,-72.56,1.81,-49.98,0.38,3.43,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.49,-1.60,0.24,4.20,0.80,0.12,0,0,214,142807803,142807784,19
FHER3,FER HERINGER,14.59,23/06/2023,31/03/2023,Individual,-9.19,-19.30,-63.40,-15.53,-7.05,0.89,-4.93,2.20,10.35,9.35,-1.91,3.32,0.14,2.47,3.19,-2.74,-0.51,0.32,1.19,-2.64,-3.02,0.13,3.07,2.38,0.31,0.00,1189095,785777774,53857284,53857284,0
FESA3,FERBASA,58.90,12/06/2023,31/03/2023,Consolidado,22.41,24.09,35.83,26.28,30.20,42.10,31.72,0.87,1.30,0.30,5.52,1.64,1.67,4.68,5.81,5.26,12.12,1.26,3.75,4.39,3.70,1.39,4.86,3.91,1.05,4.41,4153,4589107200,88320000,29440000,58880000
FESA4,FERBASA,48.49,23/06/2023,31/03/2023,Consolidado,22.41,24.09,35.83,26.28,30.20,42.10,31.72,0.87,1.30,0.30,4.55,1.35,1.37,3.85,4.79,4.33,9.98,1.04,3.09,4.39,3.70,1.39,4.86,3.91,1.05,5.89,10508458,4589107200,88320000,29440000,58880000
FLRY3,FLEURY,16.13,23/06/2023,31/03/2023,Consolidado,18.96,10.53,16.71,4.86,6.32,26.94,15.84,0.77,2.82,1.82,20.33,2.13,1.28,5.21,8.24,8.11,-1.54,0.75,4.77,17.12,10.34,2.71,17.39,11.00,1.59,1.74,52767595,8826105099,547185685,547185685,0
FLEX3,FLEX S/A,0,0,30/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248533,3248533,0
FRAS3,FRAS-LE,12.98,23/06/2023,31/03/2023,Consolidado,16.52,15.49,24.95,8.93,8.32,31.49,12.60,1.07,2.11,1.11,13.19,1.91,1.10,25.39,92.92,8.71,-5.33,0.91,2.55,9.63,7.39,1.21,102.66,28.05,1.00,0.00,3832436,3504812132,270016343,270016343,0
G2DI33,G2D INVEST,2.16,23/06/2023,31/03/2023,Individual,-16.79,-16.79,-26.49,-24.04,108.18,100.00,106.47,-0.22,1.13,0.13,-0.94,0.29,-1.01,-2.93,0,-0.95,-1.72,0.26,-7.09,-1.21,-1.21,-1.29,0,-3.73,0.33,0.00,134789,248521798,115056388,84975995,30080393
GFSA3,GAFISA,7.49,23/06/2023,31/03/2023,Consolidado,-3.30,-3.54,-6.46,-2.42,-9.51,9.94,-14.73,0.25,3.01,2.01,-3.27,0.21,0.31,-4.71,-1.80,-2.11,-0.24,0.07,0.19,-12.92,-15.70,1.90,-11.00,-28.87,0.44,0.00,22465115,452564705,60422524,60422524,0
OPGM3B,GAMA PART,0,0,31/03/2023,Individual,-198.00,-198.00,-1.65,-1.65,0,0,0,0.00,1.00,0.00,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1935716,1935716,0
GSHP3,GENERALSHOPP,16.79,23/06/2023,31/03/2023,Consolidado,2.39,2.96,45.65,-16.87,-166.90,68.70,28.48,0.10,-1.86,-2.86,-0.13,-0.04,0.21,-1.41,-0.28,0.74,-0.01,0.02,-1.22,39.80,37.51,11.33,-15.28,-75.97,1.14,0.00,3567,32384032,1928769,1928769,0
GEPA3,GER PARA0P,24.00,23/06/2023,31/03/2023,Consolidado,15.02,11.75,14.46,7.20,20.16,42.24,36.90,0.36,1.86,0.86,7.92,1.14,1.60,5.31,5.55,4.33,-0.96,0.61,-3.46,5.80,4.28,2.14,7.43,7.11,0.82,13.38,8121,2423787597,94433283,31477761,62955522
GEPA4,GER PARA0P,26.50,23/06/2023,31/03/2023,Consolidado,15.02,11.75,14.46,7.20,20.16,42.24,36.90,0.36,1.86,0.86,8.75,1.26,1.76,5.86,6.13,4.78,-1.06,0.68,-3.82,5.80,4.28,2.14,7.43,7.11,0.82,12.12,20842,2423787597,94433283,31477761,62955522
GGBR3,GERDAU,22.53,23/06/2023,31/03/2023,Consolidado,25.71,22.39,27.66,16.36,14.46,21.25,21.04,1.13,1.56,0.56,3.38,0.81,0.49,3.67,6.40,2.32,-5.11,0.52,2.04,3.07,2.61,0.65,8.46,4.84,0.69,15.20,1364818,42593726217,1757067050,600526442,1156540608
GGBR4,GERDAU,25.13,23/06/2023,31/03/2023,Consolidado,25.71,22.39,27.66,16.36,14.46,21.25,21.04,1.13,1.56,0.56,3.77,0.91,0.55,4.09,7.14,2.59,-5.70,0.58,2.28,3.07,2.61,0.65,8.46,4.84,0.69,13.63,230306710,42593726217,1757067050,600526442,1156540608
GOAU3,GERDAU MET,11.59,23/06/2023,31/03/2023,Consolidado,25.15,49.73,26.43,5.35,4.78,21.25,20.96,1.12,4.44,3.44,3.09,0.69,0.15,1.13,2.00,0.71,-0.31,0.16,0.59,1.29,1.10,0.27,3.64,2.06,0.29,10.87,1567447,12209582983,1033840804,365111201,668729603
GOAU4,GERDAU MET,11.93,23/06/2023,31/03/2023,Consolidado,25.15,49.73,26.43,5.35,4.78,21.25,20.96,1.12,4.44,3.44,3.19,0.71,0.15,1.16,2.05,0.73,-0.32,0.16,0.61,1.29,1.10,0.27,3.64,2.06,0.29,10.56,85139532,12209582983,1033840804,365111201,668729603
NINJ3,GETNINJAS,3.69,23/06/2023,31/03/2023,Consolidado,0,0,0,0,-24.98,90.57,-79.41,0,1.07,0.07,-13.14,0.67,3.28,-18.60,-15.97,-4.13,0.77,0.63,0.71,1.17,1.21,-0.93,4.52,5.27,-0.18,0.00,796751,187440993,50797017,50797017,0
GOLL3,GOL,0,0,31/03/2023,Consolidado,29.27,-10.58,19.58,-22.88,-21.01,23.37,7.55,1.09,-0.81,-1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.87,16.99,3.01,36.92,24.75,3.00,0,0,38790254853,3200516077,2863682500,336833577
GOLL4,GOL,12.12,23/06/2023,31/03/2023,Consolidado,29.27,-10.58,19.58,-22.88,-21.01,23.37,7.55,1.09,-0.81,-1.81,-10.93,-1.84,2.30,18.86,28.13,30.39,-0.80,2.28,-3.67,39.87,16.99,3.01,36.92,24.75,3.00,0.00,103656941,38790254853,3200516077,2863682500,336833577
GPIV33,GP INVEST,3.41,23/06/2023,31/03/2023,Consolidado,-25.38,-56.83,-49.76,-23.90,78.61,100.00,110.36,-0.30,2.23,1.23,-0.30,0.23,-0.24,-1.17,0,-0.22,-0.27,0.10,0.65,-0.25,-0.25,-0.28,0,-1.36,0.12,0.00,65816,263934147,77400043,36145419,41254624
GGPS3,GPS,16.40,23/06/2023,31/03/2023,Consolidado,24.20,18.94,23.82,8.05,5.63,17.01,10.55,1.43,3.41,2.41,202.57,40.28,11.41,187.74,233.15,108.13,-33.58,11.81,33.22,13.12,11.01,1.38,28.29,22.78,1.43,1.58,22608744,11023592379,672170267,672170267,0
CGRA3,GRAZZIOTIN,28.65,23/06/2023,31/03/2023,Consolidado,5.43,6.25,13.76,9.58,15.74,54.13,10.32,0.61,1.42,0.42,5.23,0.66,0.82,2.37,3.44,7.97,-10.43,0.46,1.83,6.23,4.61,0.64,2.68,1.86,0.36,8.34,101059,566605219,19401122,8071571,11329551
CGRA4,GRAZZIOTIN,29.60,23/06/2023,31/03/2023,Consolidado,5.43,6.25,13.76,9.58,15.74,54.13,10.32,0.61,1.42,0.42,5.40,0.68,0.85,2.45,3.55,8.23,-10.78,0.48,1.89,6.23,4.61,0.64,2.68,1.86,0.36,8.07,190769,566605219,19401122,8071571,11329551
GRND3,GRENDENE,7.55,23/06/2023,31/03/2023,Consolidado,3.61,3.58,13.71,12.29,22.49,40.94,9.21,0.55,1.47,0.47,12.04,2.01,2.71,11.24,15.69,29.41,22.36,1.37,3.60,30.30,21.55,2.79,16.17,11.59,1.41,19.10,17686606,6811308000,902160000,902160000,0
GMAT3,GRUPO MATEUS,8.17,23/06/2023,31/03/2023,Consolidado,11.64,11.84,16.55,10.44,4.74,21.76,6.28,2.20,1.78,0.78,16.52,2.35,0.78,16.97,31.33,12.46,314.32,1.32,2.96,13.53,10.87,0.85,34.02,18.43,1.43,0.00,46404510,18050357465,2209346079,2209346079,0
NTCO3,GRUPO 0TURA,17.49,23/06/2023,31/03/2023,Consolidado,-0.98,-0.47,-12.04,-5.49,-7.96,64.59,-0.64,0.69,2.42,1.42,-8.43,1.10,0.67,100.72,-29.30,-104.76,-0.87,0.45,7.41,-152.51,14.74,0.98,-42.65,146.64,0.66,0.00,255148630,24191338449,1383152570,1383152570,0
SBFG3,GRUPO SBF,13.98,23/06/2023,31/03/2023,Consolidado,5.95,6.85,8.95,2.68,2.96,47.84,6.51,0.91,3.47,2.47,18.00,1.43,0.53,-53.61,-11.70,8.19,-0.77,0.41,2.33,11.48,5.96,0.75,-16.39,-75.10,0.58,0.97,24815788,3405474009,243596138,243596138,0
SOMA3,GRUPO SOMA,12.03,23/06/2023,31/03/2023,Consolidado,8.89,3.88,4.76,3.33,6.76,57.08,9.39,0.49,1.44,0.44,27.64,1.26,1.87,24.27,53.74,19.90,-6.18,0.88,5.31,21.96,14.45,2.06,59.33,26.79,0.97,0.84,103830146,9440510897,784747373,784747373,0
GUAR3,GUARARAPES,7.29,23/06/2023,31/03/2023,Consolidado,3.30,3.38,-0.84,-0.31,-0.51,58.37,4.44,0.61,2.91,1.91,-83.56,0.72,0.43,2.52,2.88,9.59,-0.62,0.25,0.95,17.54,6.74,0.78,5.27,4.60,0.45,1.10,11445226,3639168000,499200000,499200000,0
HBTS3,HABITASUL,0,0,31/03/2023,Consolidado,3.56,6.33,12.62,4.42,37.60,92.62,42.74,0.12,2.73,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.99,8.81,3.84,-14.57,-20.02,0.45,0,0,383888865,9133687,3152764,5980923
