ticker,preco,dy,p_l,p_vp,p_ativos,margem_bruta,margem_ebit,marg_liquida,p_ebit,ev_ebit,divida_liquida___ebit,div_liq___patri,psr,p_cap_giro,p_at_cir_liq,liq_corrente,roe,roa,roic,patrimonio___ativos,passivos___ativos,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,liquidez_media_diaria,vpa,lpa,peg_ratio,valor_de_mercado
ASAI3,13.77,0.63,17.25,4.67,0.48,16.44,5.06,1.85,6.32,9.29,2.97,2.20,0.32,-6.31,-0.70,0.81,27.09,2.76,17.32,0.10,0.90,1.49,0,0,419560561.41,2.95,0.80,-0.54,18606534514.88
ATMP3,2.37,0,0.13,-0.18,0.04,-18.34,-59.63,90.26,-0.20,-1.08,-0.88,0,0.12,-0.07,-0.05,0.30,-136.72,28.97,-960.15,-0.21,1.21,0.32,-16.95,0,921278.04,-13.18,18.02,0.00,64104854.40
ATOM3,2.70,11.87,16.51,2.56,1.70,95.46,9.52,13.01,22.56,13.39,-9.17,-1.04,2.15,1.97,-93.97,8.27,15.51,10.28,8.72,0.66,0.34,0.79,0,-0.86,83460.59,1.05,0.16,-0.26,64273224.60
AURA33,35.31,4.02,10.60,1.49,0.67,29.13,18.95,12.11,6.78,8.16,1.33,0.29,1.28,8.96,-0.98,1.31,14.04,6.34,10.50,0.45,0.55,0.52,32.13,65.98,2752764.52,23.73,3.33,-0.24,2519139000.60
AURE3,14.32,10.47,4.92,0.92,0.43,20.65,26.42,50.32,9.37,11.14,1.81,0.18,2.48,5.01,-0.53,1.71,18.80,8.64,5.09,0.46,0.54,0.17,0,0,48008489.63,15.48,2.91,0.00,14270000000.00
AVLL3,6.95,0,-0.52,-0.44,0.11,20.13,-43.86,-115.00,-1.36,-7.62,-6.26,0,0.60,-0.32,-0.19,0.52,-84.62,-21.97,-25.44,-0.26,1.26,0.19,19.61,0,113799.62,-15.82,-13.38,0.19,198875730.35
AZEV3,1.95,0,-1.35,1.96,0.26,5.39,-27.08,-23.84,-1.19,-1.57,-0.44,0.72,0.32,-2.52,-0.42,0.79,-145.28,-19.22,-127.04,0.13,0.87,0.81,43.23,0,762182.52,1.00,-1.45,0.00,144690420.05
AZEV4,1.83,0,-1.26,1.84,0.24,5.39,-27.08,-23.84,-1.11,-1.57,-0.44,0.72,0.30,-2.36,-0.39,0.79,-145.28,-19.22,-127.04,0.13,0.87,0.81,43.23,0,3293207.41,1.00,-1.45,0.00,144690420.05
AZUL4,19.88,0,-6.09,-1.27,1.44,18.55,10.14,-23.94,14.39,16.94,12.98,0,1.46,-2.11,-1.87,0.25,-20.92,-23.71,51.12,-1.13,2.13,0.99,15.41,0,272908066.11,-15.60,-3.26,0.01,6925391214.59
B3SA3,14.01,2.74,19.34,3.97,1.78,87.65,53.51,40.97,14.81,14.34,-0.45,-0.12,7.93,9.99,-2.70,2.10,20.51,9.20,12.69,0.45,0.55,0.22,22.44,26.59,589106833.48,3.53,0.72,-2.54,81407810000.00
BAHI3,9.58,0,-2.32,4.64,0.40,40.32,-13.57,-30.21,-5.17,-8.80,-3.63,3.25,0.70,-1.14,-0.41,0.10,-199.55,-17.04,-23.10,0.09,0.89,0.56,56.84,0,122303.78,2.07,-4.12,-0.02,252821775.56
BALM3,10.91,1.98,23.99,0.77,0.43,58.92,10.88,2.64,5.81,4.29,-1.24,-0.17,0.63,0.97,-1.45,2.71,3.22,1.79,8.10,0.56,0.44,0.68,8.44,45.86,9633.27,14.10,0.45,-0.36,101724000.00
BALM4,9.85,2.19,21.66,0.70,0.39,58.92,10.88,2.64,5.25,4.29,-1.24,-0.17,0.57,0.87,-1.31,2.71,3.22,1.79,8.10,0.56,0.44,0.68,8.44,45.86,3786.11,14.10,0.45,-0.33,101724000.00
BAUH4,73.00,1.66,-652.78,4.04,2.38,22.37,4.77,-0.29,39.74,38.10,-1.64,-0.17,1.90,31.08,-4.32,1.20,-0.62,-0.36,-0.28,0.59,0.41,1.25,3.33,0,86780.19,18.08,-0.11,6.02,381222206.00
BAZA3,70.26,7.59,3.30,0.76,0.10,32.67,59.58,34.28,1.90,1.90,0,0,1.13,3.20,-0.11,0,23.12,3.13,0,0.14,0.86,0.09,17.64,79.20,219554.41,91.98,21.27,0.08,3938657211.90
BBAS3,48.96,9.21,4.36,0.86,0.07,31.57,16.70,12.67,3.31,3.30,0,0,0.55,2.79,-0.07,11.25,19.71,1.54,0,0.08,0.92,0.12,9.97,24.79,581592700.85,56.97,11.23,0.06,140090238107.80
BBDC3,14.55,6.30,7.97,0.95,0.08,33.70,9.42,9.10,7.70,8.19,0,0,0.73,0.96,-0.09,7.18,11.95,1.06,0,0.09,0.91,0.12,8.37,2.59,85946297.63,15.27,1.83,-0.59,164617778206.56
BBDC4,16.32,6.18,8.94,1.07,0.10,33.70,9.42,9.10,8.64,8.19,0,0,0.81,1.07,-0.11,7.18,11.95,1.06,0,0.09,0.91,0.12,8.37,2.59,551308300.26,15.27,1.83,-0.66,164617778206.56
BBML3,3936.42,0,2618.85,4008.09,151.13,7.35,2.47,3.66,3879.11,3889.81,10.70,11.06,95.84,-1035.29,-239.81,0.72,153.05,5.77,6.94,0.04,0.96,1.58,41.29,81.57,0,0.98,1.50,-2.25,160451699191.56
BBSE3,31.20,9.34,9.32,6.21,4.33,0,0,0,8.07,8.07,0,0,0,34.03,-5.95,1.88,66.67,46.52,0,0.70,0.30,0.00,0,10.59,207340938.11,5.02,3.35,0.15,62400000000.00
BDLL3,11.86,0,0.29,-0.15,0.03,-63.95,-72.75,210.54,-0.83,-7.90,-7.13,0,0.60,3.17,-0.05,1.02,-53.69,10.03,-282.33,-0.19,1.19,0.05,-27.58,0,1674.60,-77.32,41.51,0.00,17476859.92
BDLL4,10.35,0,0.25,-0.13,0.03,-63.95,-72.75,210.54,-0.72,-7.90,-7.13,0,0.52,2.77,-0.05,1.02,-53.69,10.03,-282.33,-0.19,1.19,0.05,-27.58,0,4867.44,-77.32,41.51,0.00,17476859.92
BEEF11,3.62,0,3.34,4.12,0.11,18.80,7.54,2.18,0.97,6.11,3.39,14.44,0.07,0.44,-0.26,1.73,123.29,3.25,14.93,0.03,0.95,1.49,20.68,0,0,0.88,1.08,0.07,6188217917.33
BEEF3,10.23,5.63,9.45,11.65,0.31,18.80,7.54,2.18,2.73,6.11,3.39,14.44,0.21,1.23,-0.75,1.73,123.29,3.25,14.93,0.03,0.95,1.49,20.68,0,109532768.63,0.88,1.08,0.21,6188217917.33
BEES3,9.09,5.72,9.00,1.43,0.08,25.36,8.87,6.32,6.42,6.62,0,0,0.57,0.94,-0.08,0,15.94,0.86,0,0.05,0.95,0.14,12.53,13.77,230395.70,6.34,1.01,0.50,2963722083.20
BEES4,10.12,5.14,10.02,1.60,0.09,25.36,8.87,6.32,7.14,6.62,0,0,0.63,1.04,-0.09,0,15.94,0.86,0,0.05,0.95,0.14,12.53,13.77,148234.93,6.34,1.01,0.56,2963722083.20
BFRE11,0.00,0,0.00,0.00,0.00,28.71,155.42,126.39,0.00,0,0,0,0.00,0.00,0.00,0,8.02,7.27,0,0.91,0.08,0.06,0,9.03,0,289527.20,23221.76,0.00,0
BFRE12,0.00,0,0.00,0.00,0.00,28.71,155.42,126.39,0.00,0,0,0,0.00,0.00,0.00,0,8.02,7.27,0,0.91,0.08,0.06,0,9.03,0,289527.20,23221.76,0.00,0
BGIP3,24.00,9.35,4.75,0.60,0.04,36.51,9.69,6.78,3.32,3.28,0,0,0.32,-0.50,-0.10,0.86,12.68,0.91,0,0.07,0.93,0.13,8.79,-2.05,5830.32,39.86,5.05,0.62,361874505.75
BGIP4,23.35,10.57,4.62,0.59,0.04,36.51,9.69,6.78,3.23,3.28,0,0,0.31,-0.48,-0.09,0.86,12.68,0.91,0,0.07,0.93,0.13,8.79,-2.05,13487.13,39.86,5.05,0.61,361874505.75
BIDI11,10.40,0,-238.07,1.08,0.23,50.04,-13.62,-5.22,-91.21,-91.21,0,0,12.42,0,-0.24,0,-0.45,-0.10,0,0.22,0.78,0.02,5.80,0,189680308.83,9.67,-0.04,0.13,8991139764.53
BIDI3,3.40,0,-233.49,1.06,0.23,50.04,-13.62,-5.22,-89.46,-91.21,0,0,12.19,0,-0.24,0,-0.45,-0.10,0,0.22,0.78,0.02,5.80,0,9796295.50,3.22,-0.01,0.12,8991139764.53
BIDI4,3.41,0,-234.18,1.06,0.23,50.04,-13.62,-5.22,-89.72,-91.21,0,0,12.22,0,-0.24,0,-0.45,-0.10,0,0.22,0.78,0.02,5.80,0,44223197.08,3.22,-0.01,0.12,8991139764.53
BIOM3,5.60,0,-4.92,3.22,1.21,17.20,-70.48,-81.33,-5.68,-6.91,-1.23,0.70,4.00,4.69,-2.07,2.64,-65.57,-24.62,-26.31,0.38,0.62,0.30,299.61,0,115110.22,1.74,-1.14,-0.37,455211814.40
BLAU3,19.61,3.31,9.96,1.91,1.40,45.40,29.09,26.13,8.95,8.22,-0.77,-0.17,2.60,2.73,-4.03,4.71,19.22,14.10,13.67,0.73,0.27,0.54,0,0,12327850.63,10.25,1.97,0.57,3535854537.69
BLUT3,5.14,0,-5.63,0.46,0.14,0,0,0,-6.17,-4.91,-1.59,0.12,0,-1.08,-0.14,0.00,-8.15,-2.46,-6.65,0.30,0.70,0.00,0,0,254063.54,11.21,-0.91,0.20,14115600.06
BLUT4,1.52,0,-1.66,0.14,0.04,0,0,0,-1.82,-4.91,-1.59,0.12,0,-0.32,-0.04,0.00,-8.15,-2.46,-6.65,0.30,0.70,0.00,0,0,224305.00,11.21,-0.91,0.06,14115600.06
BMEB3,12.34,3.99,6.44,0.96,0.08,53.09,6.58,5.13,5.01,4.78,0,0,0.33,1.06,-0.09,0,14.97,1.25,0,0.08,0.91,0.24,5.94,22.60,7191.59,12.81,1.92,1.25,1232520909.76
BMEB4,10.80,5.02,5.63,0.84,0.07,53.09,6.58,5.13,4.39,4.78,0,0,0.29,0.92,-0.08,0,14.97,1.25,0,0.08,0.91,0.24,5.94,22.60,148371.70,12.81,1.92,1.10,1232520909.76
BMGB4,2.87,13.43,18.28,0.41,0.04,42.22,-3.14,1.34,-7.77,-7.72,0,0,0.24,0,-0.04,0,2.25,0.21,0,0.09,0.91,0.16,19.34,49.35,3058406.00,6.99,0.16,-0.34,1662212371.35
BMIN3,21.75,5.55,11.04,0.79,0.44,56.67,29.74,22.86,8.48,8.10,0,0,2.52,70.06,-0.44,0,7.14,3.94,0,0.55,0.45,0.17,16.78,0,17365.31,27.60,1.97,0.10,100154634.75
BMIN4,15.00,8.05,7.61,0.54,0.30,56.67,29.74,22.86,5.85,8.10,0,0,1.74,48.32,-0.30,0,7.14,3.94,0,0.55,0.45,0.17,16.78,0,13798.12,27.60,1.97,0.07,100154634.75
BMKS3,345.00,16.75,5.60,0.76,0.67,26.12,56.71,145.00,14.32,-2.26,-16.57,-0.88,8.12,0.86,-3.96,16.08,13.65,11.96,1.91,0.88,0.12,0.08,2.51,28.40,14072.58,451.46,61.61,0.03,156888750.00
BMOB3,13.69,1.63,15.25,1.17,0.92,22.82,7.07,5.77,12.46,6.69,-5.75,-0.54,0.88,1.95,-2.68,3.56,7.66,6.04,4.49,0.79,0.21,1.05,0,0,5172412.74,11.73,0.90,-14.73,1242727287.64
BNBR3,87.00,6.30,3.56,0.79,0.11,44.45,38.70,24.48,2.25,2.25,0,0,0.87,1.26,-0.12,0,22.21,3.19,0,0.14,0.86,0.13,8.76,24.10,11323.63,109.95,24.42,0.13,7514317368.00
BOAS3,7.98,3.18,14.89,1.90,1.54,57.20,21.59,32.69,22.54,15.00,-7.54,-0.64,4.87,3.06,-4.56,4.17,12.76,10.35,6.70,0.81,0.19,0.32,8.81,75.42,13019704.37,4.20,0.54,0.77,4250257685.10
BOBR3,0.00,0,0.00,0.00,0.00,37.28,13.69,4.35,0.00,2.63,1.61,0,0.00,0.00,0.00,0.75,-48.37,7.54,70.21,-0.16,1.16,1.73,6.05,-12.20,0,-0.53,0.25,0.00,212607419.26
BOBR4,1.73,0,6.81,-3.29,0.51,37.28,13.69,4.35,2.16,2.63,1.61,0,0.30,-3.07,-1.04,0.75,-48.37,7.54,70.21,-0.16,1.16,1.73,6.05,-12.20,104460.26,-0.53,0.25,-1.99,212607419.26
BPAC11,31.57,2.08,15.07,2.74,0.33,16.75,18.85,16.13,12.90,12.91,0,0,2.43,10.76,-3.67,1.03,18.17,2.19,0,0.12,0.88,0.14,46.00,31.20,348686616.48,11.53,2.09,-3.58,121159442841.84
BPAC3,15.28,1.43,21.89,3.98,0.48,16.75,18.85,16.13,18.73,12.91,0,0,3.53,15.63,-5.33,1.03,18.17,2.19,0,0.12,0.88,0.14,46.00,31.20,125389.44,3.84,0.70,-5.20,121159442841.84
BPAC5,8.05,2.72,11.53,2.10,0.25,16.75,18.85,16.13,9.87,12.91,0,0,1.86,8.23,-2.81,1.03,18.17,2.19,0,0.12,0.88,0.14,46.00,31.20,99175.37,3.84,0.70,-2.74,121159442841.84
BPAN4,9.05,2.78,19.29,1.60,0.20,51.87,5.21,4.69,17.37,17.41,0,0,0.91,0,-0.20,0,8.28,1.06,0,0.13,0.87,0.23,8.24,40.24,25089492.26,5.66,0.47,-0.58,11547917369.83
BPAR3,182.07,3.37,7.28,1.02,0.11,55.65,14.23,8.39,4.30,4.30,0,0,0.61,1.27,-0.12,0,14.01,1.56,0,0.11,0.89,0.19,4.66,0.56,0,178.47,25.00,0.30,1733606633.43
BPAT33,44.05,0,6.98,0.66,0.09,51.56,21.77,5.61,1.80,1.80,0,0,0.39,0,-0.12,0,9.46,1.35,0,0.14,0.86,0.24,14.99,-18.89,0,66.71,6.31,-0.11,1533769021.00
BPHA3,0.62,0,0.06,-0.24,0.99,98.02,1029.99,13896.67,0.80,1.66,0.85,0,8.28,-0.38,-1.18,0.06,-402.50,1669.02,-36.75,-4.15,5.15,0.12,-68.85,0,0,-2.58,10.40,0.00,70110298.74
BRAP3,20.56,12.96,2.26,1.09,1.01,0,0,0,2.32,2.19,-0.22,-0.11,0,40.19,-1.12,1.35,48.04,44.55,46.89,0.93,0.07,0.00,0,8.93,1564760.56,18.91,9.09,-0.04,8404880657.70
BRAP4,21.81,13.43,2.40,1.15,1.07,0,0,0,2.46,2.19,-0.22,-0.11,0,42.63,-1.19,1.35,48.04,44.55,46.89,0.93,0.07,0.00,0,8.93,79324898.74,18.91,9.09,-0.05,8404880657.70
BRBI11,15.17,6.53,10.92,0,0.19,18.12,8.39,9.02,11.73,67.04,55.36,0,0.98,0,-0.19,0,0,1.70,0.42,0.00,1.00,0.19,0,0,1287237.44,0.00,1.39,1.13,1585435130.40
BRBI3,0.00,0,0.00,0,0.00,18.12,8.39,9.02,0.00,67.04,55.36,0,0.00,0,0.00,0,0,1.70,0.42,0.00,1.00,0.19,0,0,0,0.00,0.46,0.00,1585435130.40
BRBI4,0.00,0,0.00,0,0.00,18.12,8.39,9.02,0.00,67.04,55.36,0,0.00,0,0.00,0,0,1.70,0.42,0.00,1.00,0.19,0,0,0,0.00,0.46,0.00,1585435130.40
BRFS3,9.79,0,-4.03,1.03,0.18,15.82,0.38,-4.78,50.12,124.16,73.98,1.52,0.19,2.54,-0.34,1.19,-25.59,-4.55,0.53,0.18,0.81,0.95,13.70,0,139371913.26,9.49,-2.43,-0.03,10608237810.80
BRGE11,9.99,3.83,8.65,0.56,0.25,-3940.13,1469.66,2289.10,13.48,-13.76,-27.61,-1.15,198.04,1.19,-0.56,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,999.00,17.76,1.15,0.03,756010804.28
BRGE12,9.90,0,8.57,0.56,0.25,-3940.13,1469.66,2289.10,13.35,-13.76,-27.61,-1.15,196.26,1.18,-0.56,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,4688.75,17.76,1.15,0.03,756010804.28
BRGE3,9.99,0,8.65,0.56,0.25,-3940.13,1469.66,2289.10,13.48,-13.76,-27.61,-1.15,198.04,1.19,-0.56,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,6587.10,17.76,1.15,0.03,756010804.28
BRGE5,11.31,2.82,9.79,0.64,0.29,-3940.13,1469.66,2289.10,15.26,-13.76,-27.61,-1.15,224.21,1.35,-0.64,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,4755.00,17.76,1.15,0.03,756010804.28
BRGE6,10.60,7.22,9.18,0.60,0.27,-3940.13,1469.66,2289.10,14.30,-13.76,-27.61,-1.15,210.14,1.27,-0.60,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,10243.50,17.76,1.15,0.03,756010804.28
BRGE7,9.29,4.81,8.05,0.52,0.23,-3940.13,1469.66,2289.10,12.53,-13.76,-27.61,-1.15,184.17,1.11,-0.52,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,2098.00,17.76,1.15,0.03,756010804.28
BRGE8,10.03,3.18,8.69,0.56,0.25,-3940.13,1469.66,2289.10,13.53,-13.76,-27.61,-1.15,198.84,1.20,-0.57,1.62,6.50,2.91,2.28,0.45,0.37,0.00,-31.54,10.69,999.00,17.76,1.15,0.03,756010804.28
BRIN3,39.15,0.83,35.63,1.64,1.01,100.00,6.80,8.34,43.73,37.65,-6.08,-0.23,2.97,22.77,-1.34,1.23,4.59,2.84,0.49,0.62,0.38,0.34,21.03,0,0,23.92,1.10,0.10,765840711.60
BRIT3,2.72,1.19,15.97,0.87,0.41,44.44,19.89,7.21,5.79,9.36,3.59,0.54,1.15,3.67,-0.52,1.99,5.45,2.55,6.27,0.47,0.53,0.35,0,0,2848407.22,3.13,0.17,0.05,1217047222.36
BRIV3,10.37,2.05,8.48,0.54,0.04,15.77,4.57,3.12,5.79,5.74,0,0,0.26,1.12,-0.04,6.25,6.37,0.43,0,0.07,0.93,0.14,20.48,16.87,12427.27,19.18,1.22,0.00,910710811.43
BRIV4,10.14,6.12,8.29,0.53,0.04,15.77,4.57,3.12,5.67,5.74,0,0,0.26,1.09,-0.04,6.25,6.37,0.43,0,0.07,0.93,0.14,20.48,16.87,20053.94,19.18,1.22,0.00,910710811.43
BRKM3,27.17,0,-5.37,2.77,0.24,8.08,1.12,-4.52,21.71,43.81,22.47,2.87,0.24,1.72,-0.40,1.52,-51.55,-4.46,1.52,0.09,0.92,0.99,14.40,0,1093662.70,9.82,-5.06,0.04,21294457804.66
BRKM5,26.53,0,-5.24,2.70,0.23,8.08,1.12,-4.52,21.20,43.81,22.47,2.87,0.24,1.68,-0.39,1.52,-51.55,-4.46,1.52,0.09,0.92,0.99,14.40,0,131063418.44,9.82,-5.06,0.04,21294457804.66
BRKM6,18.86,0,-3.73,1.92,0.17,8.08,1.12,-4.52,15.07,43.81,22.47,2.87,0.17,1.20,-0.28,1.52,-51.55,-4.46,1.52,0.09,0.92,0.99,14.40,0,19284.00,9.82,-5.06,0.03,21294457804.66
BRML3,8.26,0,10.91,0.61,0.38,89.05,65.97,42.64,7.05,8.94,1.89,0.16,4.65,17.00,-0.41,1.43,5.57,3.48,6.22,0.62,0.37,0.08,2.70,0,113095545.00,13.58,0.76,0.05,6841542281.84
