ticker,preco,dy,p_l,p_vp,p_ativos,margem_bruta,margem_ebit,marg_liquida,p_ebit,ev_ebit,divida_liquida___ebit,div_liq___patri,psr,p_cap_giro,p_at_cir_liq,liq_corrente,roe,roa,roic,patrimonio___ativos,passivos___ativos,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,liquidez_media_diaria,vpa,lpa,peg_ratio,valor_de_mercado
BRPR3,102.04,0,-0.77,0.64,0.25,100.00,-860.75,-625.75,-0.56,-0.36,0.19,-0.21,4.83,-2.21,-0.47,0.81,-82.50,-32.17,-141.96,0.39,0.61,0.05,-7.12,0,5247496.89,160.38,-132.31,0.00,1170369849.60
BRQB3,0.00,0,0.00,0.00,0.00,36.99,17.54,11.02,0.00,-0.76,-0.76,-0.53,0.00,0.00,0.00,2.24,43.60,21.68,38.17,0.50,0.50,1.97,19.62,113.23,0,1.45,0.63,0.00,0.00
BRSR3,14.85,5.93,6.64,0.64,0.05,31.14,6.16,6.59,7.10,7.18,0,0,0.44,3.68,-0.05,1.94,9.58,0.80,0,0.08,0.92,0.12,6.91,-3.53,141553.93,23.35,2.24,3.13,6142600259.69
BRSR5,18.20,4.90,8.14,0.78,0.07,31.14,6.16,6.59,8.70,7.18,0,0,0.54,4.51,-0.07,1.94,9.58,0.80,0,0.08,0.92,0.12,6.91,-3.53,9520.73,23.35,2.24,3.83,6142600259.69
BRSR6,15.14,5.81,6.77,0.65,0.05,31.14,6.16,6.59,7.24,7.18,0,0,0.45,3.75,-0.06,1.94,9.58,0.80,0,0.08,0.92,0.12,6.91,-3.53,28481830.70,23.35,2.24,3.19,6142600259.69
BSEV3,9.00,0,10.22,-10.84,0.78,26.77,17.92,5.55,3.17,5.46,2.30,0,0.57,-1.59,-1.13,0.39,-106.05,7.59,30.90,-0.07,1.07,1.37,10.88,0,0,-0.83,0.88,-0.06,9183864834.00
BSLI3,14.06,1.20,16.70,2.24,0.12,30.22,4.42,5.24,19.80,19.26,0,0,0.88,-0.42,-0.13,0.20,13.38,0.74,0,0.06,0.94,0.14,17.77,3.75,7706.00,6.29,0.84,-0.43,4965990790.00
BSLI4,12.39,1.49,14.72,1.97,0.11,30.22,4.42,5.24,17.45,19.26,0,0,0.77,-0.37,-0.12,0.20,13.38,0.74,0,0.06,0.94,0.14,17.77,3.75,5566.67,6.29,0.84,-0.38,4965990790.00
BTTL4,11091.73,0,2676.37,1352.79,561.62,16.41,8.46,5.47,1731.64,2.33,0.33,0.26,146.50,2085.45,-2063.80,1.59,50.55,20.98,34.31,0.42,0.58,3.83,38.18,0,0,8.20,4.14,-205.13,190066664.72
CALI3,13.50,3.31,4.00,1.81,0.24,23.09,13.05,7.57,2.32,5.00,2.68,2.09,0.30,1.22,-0.45,1.72,45.23,5.96,18.00,0.13,0.87,0.79,65.29,22.22,6650.00,7.46,3.37,0.03,50233108.50
CALI4,50.00,0,14.82,6.70,0.88,23.09,13.05,7.57,8.59,5.00,2.68,2.09,1.12,4.52,-1.65,1.72,45.23,5.96,18.00,0.13,0.87,0.79,65.29,22.22,0,7.46,3.37,0.12,50233108.50
CAMB3,8.74,2.86,5.32,1.98,0.96,45.86,21.51,14.62,3.62,4.45,0.85,0.46,0.78,4.48,-1.84,1.80,37.14,17.98,34.06,0.48,0.52,1.23,11.16,9.18,451039.74,4.42,1.64,0.05,367793196.00
CAMB4,6.25,3.18,3.81,1.41,0.68,45.86,21.51,14.62,2.59,4.45,0.85,0.46,0.56,3.21,-1.32,1.80,37.14,17.98,34.06,0.48,0.52,1.23,11.16,9.18,0,4.42,1.64,0.04,367793196.00
CAML3,7.19,3.97,5.19,0.84,0.27,20.98,8.22,4.71,2.97,6.46,3.49,0.98,0.24,1.00,-0.61,1.99,16.16,5.26,10.72,0.33,0.67,1.12,16.96,14.10,12892621.26,8.57,1.38,0.02,2513000000.00
CASH3,7.71,0,-11.01,0.86,0.53,-41.31,-41.31,-16.08,-4.29,-0.27,4.02,-0.80,1.77,1.50,-1.54,2.20,-7.77,-4.86,-21.01,0.62,0.37,0.30,70.01,0,22196316.48,9.01,-0.70,-0.45,667919268.80
CASN3,10.42,0.21,163.30,5.23,2.24,43.81,16.97,4.10,39.42,42.24,6.70,0.89,6.69,-42.90,-2.55,0.69,3.20,1.37,6.03,0.43,0.57,0.34,6.67,0,1045.00,1.99,0.06,-2.71,8920260399.65
CASN4,8.37,0.29,131.17,4.20,1.80,43.81,16.97,4.10,31.67,42.24,6.70,0.89,5.37,-34.46,-2.05,0.69,3.20,1.37,6.03,0.43,0.57,0.34,6.67,0,0,1.99,0.06,-2.18,8920260399.65
CATA3,103.61,38.09,0.60,0.09,0.04,28.42,8.62,7.48,0.52,2.31,1.80,0.30,0.04,0.15,-0.10,1.69,14.41,6.40,8.25,0.44,0.56,0.86,12.66,0,0,1200.16,172.97,0.02,14940354.78
CATA4,0.00,0,0.00,0.00,0.00,28.42,8.62,7.48,0.00,2.31,1.80,0.30,0.00,0.00,0.00,1.69,14.41,6.40,8.25,0.44,0.56,0.86,12.66,0,0,1200.16,172.97,0.00,14940354.78
CBAV3,5.19,8.49,-9.12,0.60,0.23,-2.71,-2.47,-2.85,-10.54,-18.64,-8.06,0.46,0.26,1.12,-0.38,2.25,-6.55,-2.58,-5.77,0.39,0.59,0.90,0,0,35232803.22,8.69,-0.57,0.07,3104291664.93
CBEE3,13.27,0,-23.14,0.61,0.18,16.74,10.95,-1.79,3.78,9.78,6.00,0.97,0.41,-1.58,-0.23,0.64,-2.64,-0.78,7.73,0.29,0.71,0.43,7.69,0,7898.71,21.70,-0.57,0.08,3187585651.67
CCRO3,13.83,2.38,21.33,2.32,0.55,44.61,35.86,8.56,5.09,9.03,3.93,1.79,1.83,-14.64,-0.70,0.85,10.86,2.58,10.80,0.24,0.75,0.30,12.68,-6.13,105724032.37,5.97,0.65,-0.34,27997200000.00
CCXC3,1.16,0,-0.10,-0.03,0.39,0,0,0,-2.62,-2.58,0.04,0,0,-0.03,0,0.06,-26.10,-403.26,0.97,-15.45,16.45,0.00,0,0,0,-45.41,-11.85,0.00,1973425.64
CEAB3,5.58,0,63.21,0.60,0.19,50.80,5.56,0.44,4.97,7.16,2.20,0.27,0.28,1.12,-0.36,1.56,0.95,0.30,6.30,0.32,0.68,0.69,4.19,-22.43,27564225.00,9.31,0.09,-0.69,1713842578.08
CEBR3,13.41,11.12,4.61,0.94,0.66,54.61,87.90,62.67,3.29,1.03,-2.42,-0.69,2.89,1.44,-1.48,5.62,20.37,14.25,15.48,0.70,0.12,0.23,-34.71,9.96,80168.78,14.28,2.91,0.11,1013627812.65
CEBR5,13.41,11.12,4.61,0.94,0.66,54.61,87.90,62.67,3.29,1.03,-2.42,-0.69,2.89,1.44,-1.48,5.62,20.37,14.25,15.48,0.70,0.12,0.23,-34.71,9.96,73850.31,14.28,2.91,0.11,1013627812.65
CEBR6,14.71,11.15,5.06,1.03,0.72,54.61,87.90,62.67,3.61,1.03,-2.42,-0.69,3.17,1.58,-1.62,5.62,20.37,14.25,15.48,0.70,0.12,0.23,-34.71,9.96,231338.48,14.28,2.91,0.12,1013627812.65
CEDO3,11.65,0,12.39,0.89,0.13,19.74,8.32,0.77,1.14,3.29,2.24,1.75,0.10,6.24,-0.31,1.04,7.19,1.04,24.16,0.15,0.85,1.36,14.09,-35.26,45544.07,13.07,0.94,-0.07,107270273.60
CEDO4,9.50,0,10.10,0.73,0.11,19.74,8.32,0.77,0.93,3.29,2.24,1.75,0.08,5.09,-0.25,1.04,7.19,1.04,24.16,0.15,0.85,1.36,14.09,-35.26,124667.15,13.07,0.94,-0.06,107270273.60
CEEB3,41.02,11.19,6.64,1.69,0.40,30.16,23.89,11.28,3.13,7.42,3.66,1.97,0.75,-12.47,-0.52,0.87,25.40,6.09,15.49,0.24,0.76,0.54,11.42,55.68,36237.83,24.32,6.18,-0.53,12915717566.22
CEEB5,34.87,13.16,5.65,1.43,0.34,30.16,23.89,11.28,2.66,7.42,3.66,1.97,0.64,-10.60,-0.44,0.87,25.40,6.09,15.49,0.24,0.76,0.54,11.42,55.68,5283.00,24.32,6.18,-0.45,12915717566.22
CEEB6,60.68,8.32,9.82,2.49,0.60,30.16,23.89,11.28,4.64,7.42,3.66,1.97,1.11,-18.45,-0.77,0.87,25.40,6.09,15.49,0.24,0.76,0.54,11.42,55.68,0,24.32,6.18,-0.79,12915717566.22
CEED3,25.00,0,-7.06,-0.63,0.24,14.25,7.39,-5.14,4.91,12.04,7.13,0,0.36,4.67,-0.38,1.17,-8.94,-3.46,53.60,-0.39,1.39,0.67,7.74,0,37067.88,-39.61,-3.54,-0.40,1707193320.00
CEED4,30.00,0,-8.48,-0.76,0.29,14.25,7.39,-5.14,5.89,12.04,7.13,0,0.44,5.60,-0.46,1.17,-8.94,-3.46,53.60,-0.39,1.39,0.67,7.74,0,3000.00,-39.61,-3.54,-0.48,1707193320.00
CEGR3,88.32,1.16,80.09,18.68,5.32,23.37,13.71,4.55,26.59,27.57,0.97,0.68,3.64,-112.87,-7.26,0.85,23.32,6.64,29.77,0.28,0.72,1.46,9.87,-3.31,0,4.73,1.10,-2.11,22931204490.24
CEPE3,125.26,0.43,81.27,5.86,0.71,19.73,12.27,1.41,9.36,15.58,6.92,4.33,1.15,29.12,-0.97,1.10,7.21,0.88,10.50,0.12,0.88,0.62,8.38,15.32,0,21.39,1.54,-1.20,8638460288.58
CEPE5,40.12,1.35,26.03,1.88,0.23,19.73,12.27,1.41,3.00,15.58,6.92,4.33,0.37,9.33,-0.31,1.10,7.21,0.88,10.50,0.12,0.88,0.62,8.38,15.32,6418.00,21.39,1.54,-0.38,8638460288.58
CEPE6,43.00,1.39,27.90,2.01,0.25,19.73,12.27,1.41,3.21,15.58,6.92,4.33,0.39,9.99,-0.33,1.10,7.21,0.88,10.50,0.12,0.88,0.62,8.38,15.32,6183.00,21.39,1.54,-0.41,8638460288.58
CESP3,25.55,0,3.20,0.81,0.50,35.39,48.13,129.48,8.60,9.53,0.99,0.09,4.14,14.32,-0.58,1.39,25.38,15.76,7.57,0.62,0.38,0.12,8.84,0,0,31.49,7.99,0.00,8302192833.55
CESP5,25.00,0,3.13,0.79,0.49,35.39,48.13,129.48,8.42,9.53,0.99,0.09,4.05,14.01,-0.56,1.39,25.38,15.76,7.57,0.62,0.38,0.12,8.84,0,0,31.49,7.99,0.00,8302192833.55
CESP6,25.25,0,3.16,0.80,0.50,35.39,48.13,129.48,8.50,9.53,0.99,0.09,4.09,14.15,-0.57,1.39,25.38,15.76,7.57,0.62,0.38,0.12,8.84,0,0,31.49,7.99,0.00,8302192833.55
CGAS3,123.00,9.63,29.67,-91.85,1.26,20.22,16.12,3.10,5.71,7.62,1.91,0,0.92,-29.64,-2.05,0.90,-309.63,4.23,20.79,-0.01,1.01,1.36,25.75,-3.01,37169.18,-1.34,4.15,-0.40,16300032201.00
CGAS5,129.03,10.10,31.12,-96.36,1.32,20.22,16.12,3.10,5.99,7.62,1.91,0,0.97,-31.10,-2.15,0.90,-309.63,4.23,20.79,-0.01,1.01,1.36,25.75,-3.01,70669.08,-1.34,4.15,-0.42,16300032201.00
CGRA3,28.99,4.33,5.30,0.67,0.47,54.13,10.32,15.74,8.08,6.39,-1.92,-0.16,0.83,1.85,-0.84,2.36,12.58,8.84,6.52,0.70,0.30,0.56,9.76,11.55,210960.56,43.44,5.47,-0.12,578040727.36
CGRA4,30.36,4.14,5.55,0.70,0.49,54.13,10.32,15.74,8.47,6.39,-1.92,-0.16,0.87,1.94,-0.87,2.36,12.58,8.84,6.52,0.70,0.30,0.56,9.76,11.55,232493.37,43.44,5.47,-0.13,578040727.36
CIEL3,4.62,6.49,7.53,1.12,0.13,44.49,28.55,15.88,4.19,5.55,1.36,0.36,1.20,0.94,-0.97,1.18,14.88,1.67,11.54,0.11,0.86,0.10,-1.62,-16.29,176889013.15,4.12,0.61,0.09,12551685581.82
CLSA3,6.40,0,-78.96,1.65,1.34,37.66,-10.46,-2.88,-21.75,-14.24,7.51,-0.57,2.27,2.48,-4.42,4.39,-2.09,-1.69,-9.25,0.81,0.19,0.59,0,0,2812933.85,3.88,-0.08,0.90,1202726784.00
CLSC3,57.00,7.00,4.41,0.72,0.19,13.93,7.64,4.98,2.87,5.02,2.01,0.50,0.22,-13.13,-0.28,0.96,16.32,4.24,11.24,0.26,0.74,0.85,7.34,49.64,19191.47,79.21,12.93,0.25,2305276509.02
CLSC4,61.63,7.12,4.77,0.78,0.20,13.93,7.64,4.98,3.11,5.02,2.01,0.50,0.24,-14.19,-0.30,0.96,16.32,4.24,11.24,0.26,0.74,0.85,7.34,49.64,461719.04,79.21,12.93,0.27,2305276509.02
CMIG3,18.06,6.25,9.85,1.74,0.74,19.65,16.77,11.44,6.72,6.58,1.24,0.32,1.13,18.79,-0.97,1.19,17.70,7.46,17.55,0.42,0.58,0.65,9.68,32.15,6305316.85,10.35,1.83,-0.44,31564295532.00
CMIG4,12.51,9.03,6.83,1.21,0.51,19.65,16.77,11.44,4.66,6.58,1.24,0.32,0.78,13.01,-0.67,1.19,17.70,7.46,17.55,0.42,0.58,0.65,9.68,32.15,127881009.96,10.35,1.83,-0.30,31564295532.00
CMIN3,4.12,22.10,8.29,1.87,0.80,44.53,27.57,19.63,5.90,5.63,-0.25,-0.08,1.63,2.73,-1.45,2.95,22.56,9.70,14.30,0.43,0.57,0.49,19.26,25.47,41122489.89,2.20,0.50,-0.19,22544742624.18
CMSA3,0.00,0,0.00,0.00,0.00,0,0,0,0.00,0.15,0.15,-0.96,0,0.00,0.00,44.33,-626.66,-613.43,-641.84,0.98,0.02,0.00,0,0,0,0.00,0.00,0.00,0.00
CMSA4,0.00,0,0.00,0.00,0.00,0,0,0,0.00,0.15,0.15,-0.96,0,0.00,0.00,44.33,-626.66,-613.43,-641.84,0.98,0.02,0.00,0,0,0,0.00,0.00,0.00,0.00
CNSY3,30.22,0,-80.57,-23.55,5.26,17.49,6.67,-8.83,106.70,125.96,19.26,0,7.12,-23.78,-5.81,0.30,-29.23,-6.53,3.28,-0.22,1.22,0.74,2.97,0,0,-1.28,-0.38,21.74,935885083.86
COCE3,48.62,1.74,6.22,0.94,0.30,17.17,14.42,6.94,3.00,6.10,3.80,1.19,0.43,-3.62,-0.39,0.73,15.12,4.85,12.22,0.32,0.68,0.70,13.27,6.91,4862.00,51.70,7.82,0.33,2908086826.48
COCE5,55.17,1.54,7.06,1.07,0.34,17.17,14.42,6.94,3.40,6.10,3.80,1.19,0.49,-4.10,-0.44,0.73,15.12,4.85,12.22,0.32,0.68,0.70,13.27,6.91,1198913.56,51.70,7.82,0.38,2908086826.48
COCE6,19.17,4.42,2.45,0.37,0.12,17.17,14.42,6.94,1.18,6.10,3.80,1.19,0.17,-1.43,-0.15,0.73,15.12,4.85,12.22,0.32,0.68,0.70,13.27,6.91,0,51.70,7.82,0.13,2908086826.48
COGN3,3.29,0,-13.38,0.51,0.24,63.38,7.69,-8.80,15.31,30.58,15.27,0.50,1.18,4.11,-0.29,1.49,-3.78,-1.79,1.79,0.47,0.49,0.20,-1.73,0,88898177.30,6.51,-0.25,-1.10,6174034430.90
CORR3,2.71,2762.62,0.01,0.01,0.00,100.00,2501.40,2192.46,0.01,-1.31,-1.45,-2.13,0.18,0.01,-0.02,3.31,128.78,41.35,102.17,0.32,0.68,0.02,-16.36,0,0,263.25,339.01,0.00,1278894.65
CORR4,82.00,91.30,0.24,0.31,0.10,100.00,2501.40,2192.46,0.21,-1.31,-1.45,-2.13,5.30,0.18,-0.47,3.31,128.78,41.35,102.17,0.32,0.68,0.02,-16.36,0,0,263.25,339.01,0.00,1278894.65
CPFE3,35.76,5.88,7.37,2.31,0.57,31.97,27.69,14.01,3.73,5.50,1.77,1.10,1.03,21.67,-0.74,1.13,31.32,7.72,19.94,0.25,0.74,0.55,8.03,36.50,83513451.11,15.49,4.85,0.53,41170051141.20
CPLE11,39.91,4.52,20.33,1.02,0.41,22.95,13.53,4.91,7.38,11.36,3.99,0.55,1.00,8.40,-0.51,1.35,5.01,2.02,7.45,0.40,0.59,0.41,9.35,0.77,7229594.56,39.18,1.96,-0.26,21804860280.00
CPLE3,7.83,4.26,19.95,1.00,0.40,22.95,13.53,4.91,7.24,11.36,3.99,0.55,0.98,8.24,-0.50,1.35,5.01,2.02,7.45,0.40,0.59,0.41,9.35,0.77,10385213.19,7.84,0.39,-0.26,21804860280.00
CPLE5,30.21,1.49,76.96,3.86,1.56,22.95,13.53,4.91,27.93,11.36,3.99,0.55,3.78,31.80,-1.92,1.35,5.01,2.02,7.45,0.40,0.59,0.41,9.35,0.77,61761.00,7.84,0.39,-0.99,21804860280.00
CPLE6,8.04,4.57,20.48,1.03,0.41,22.95,13.53,4.91,7.43,11.36,3.99,0.55,1.01,8.46,-0.51,1.35,5.01,2.02,7.45,0.40,0.59,0.41,9.35,0.77,120644012.93,7.84,0.39,-0.26,21804860280.00
CPRE3,18.23,0,7.77,1.80,0.92,55.53,42.60,46.81,8.54,8.67,0.13,0.03,3.64,-4708.42,-1.07,1.00,23.17,11.87,14.54,0.51,0.48,0.25,12.91,161.10,0,10.13,2.35,-7.05,10824655047.92
CREM3,14.50,0,32.70,2.45,0.67,30.30,7.39,2.10,9.28,13.11,3.84,1.01,0.69,4.89,-1.69,1.29,7.50,2.05,9.29,0.27,0.73,0.98,1.09,0,0,5.91,0.44,22.14,465122474.00
CRFB3,11.53,3.03,19.35,1.21,0.28,19.08,4.56,1.16,4.91,8.60,3.71,0.91,0.22,-6.02,-0.49,0.90,6.23,1.43,9.76,0.23,0.75,1.24,15.40,-4.71,94714409.59,9.57,0.60,-0.38,24260370902.81
CRIV3,5.34,0,21.45,0.52,0.04,26.13,1.65,1.49,19.31,19.43,0,0,0.32,0.09,-0.07,59.09,2.45,0.19,0,0.08,0.92,0.13,18.33,-16.82,16004.78,10.27,0.25,0.04,558396879.80
CRIV4,5.47,8.67,21.77,0.53,0.04,26.13,1.65,1.49,19.59,19.43,0,0,0.32,0.09,-0.07,59.09,2.45,0.19,0,0.08,0.92,0.13,18.33,-16.82,8410.75,10.27,0.25,0.04,558396879.80
CRPG3,40.00,13.14,11.73,1.39,1.05,11.83,8.73,12.85,17.27,14.45,-2.00,-0.16,1.51,2.27,-2.67,4.17,11.82,8.93,7.80,0.76,0.24,0.70,7.16,4.61,11513.40,28.85,3.41,-0.22,1105866264.41
CRPG5,37.09,14.17,10.88,1.29,0.97,11.83,8.73,12.85,16.02,14.45,-2.00,-0.16,1.40,2.10,-2.48,4.17,11.82,8.93,7.80,0.76,0.24,0.70,7.16,4.61,228222.63,28.85,3.41,-0.21,1105866264.41
CRPG6,35.80,14.68,10.50,1.24,0.94,11.83,8.73,12.85,15.46,14.45,-2.00,-0.16,1.35,2.03,-2.39,4.17,11.82,8.93,7.80,0.76,0.24,0.70,7.16,4.61,91564.04,28.85,3.41,-0.20,1105866264.41
CSAB3,30.07,2.00,14.02,1.17,0.58,-8.60,1646.30,2484.16,21.16,26.76,0,0,348.32,4.39,-0.71,3.40,8.36,4.13,0,0.49,0.51,0.00,-33.40,-4.01,3139.33,25.65,2.14,0.41,292070400.00
CSAB4,45.99,1.44,21.45,1.79,0.89,-8.60,1646.30,2484.16,32.36,26.76,0,0,532.73,6.72,-1.09,3.40,8.36,4.13,0,0.49,0.51,0.00,-33.40,-4.01,57813.00,25.65,2.14,0.63,292070400.00
CSAN3,18.81,2.28,-147.94,1.80,0.27,23.56,23.80,-0.57,3.57,8.09,4.53,2.28,0.85,5.06,-0.33,1.41,-1.22,-0.18,8.92,0.15,0.64,0.31,38.95,0,177498131.93,10.46,-0.13,1.42,35195052102.96
CSED3,4.27,1.61,103.21,1.13,0.33,46.03,15.87,0.73,4.73,5.31,0.58,0.14,0.75,5.12,-0.43,1.39,1.10,0.32,13.62,0.29,0.71,0.44,15.05,-29.45,1616740.22,3.78,0.04,-1.32,1567298171.04
CSMG3,20.78,7.16,7.80,1.06,0.58,39.84,22.89,15.65,5.33,7.35,2.02,0.40,1.22,12.94,-0.73,1.30,13.59,7.48,10.87,0.55,0.45,0.48,7.38,12.58,37553162.26,19.62,2.67,0.07,7901658773.82
CSNA3,12.29,23.80,-28.16,0.85,0.19,27.49,10.63,-1.32,3.49,9.31,5.82,1.41,0.37,1.37,-0.30,1.60,-3.01,-0.67,5.56,0.22,0.75,0.51,19.08,0,122833625.67,14.50,-0.44,0.26,16310955548.10
CSRN3,24.86,11.54,6.98,2.71,0.77,31.85,26.54,16.42,4.32,6.58,2.23,1.40,1.15,-33.97,-0.99,0.91,38.87,11.01,20.58,0.28,0.72,0.67,10.30,26.04,21684.94,9.17,3.56,1.09,4215881588.90
CSRN5,25.84,12.21,7.25,2.82,0.80,31.85,26.54,16.42,4.49,6.58,2.23,1.40,1.19,-35.31,-1.03,0.91,38.87,11.01,20.58,0.28,0.72,0.67,10.30,26.04,6564.60,9.17,3.56,1.13,4215881588.90
CSRN6,22.09,14.28,6.20,2.41,0.68,31.85,26.54,16.42,3.84,6.58,2.23,1.40,1.02,-30.19,-0.88,0.91,38.87,11.01,20.58,0.28,0.72,0.67,10.30,26.04,2221.25,9.17,3.56,0.97,4215881588.90
CSUD3,13.11,6.21,7.00,1.38,0.89,38.38,20.14,14.55,5.05,5.18,0.13,0.03,1.02,17.49,-1.25,1.22,19.76,12.75,16.32,0.65,0.35,0.88,1.99,11.62,705069.85,9.48,1.87,0.29,547998000.00
CTCA3,0.00,0,0.00,0.00,0.00,57.69,25.23,24.91,0.00,-3.66,-3.66,-0.39,0.00,0.00,0.00,4.66,10.60,9.30,5.14,0.88,0.12,0.37,20.53,44.91,0,2.69,0.29,0.00,0.00
CTKA3,18.00,0,18.48,-0.77,0.19,36.19,5.77,0.97,3.09,16.55,14.16,0,0.18,0.70,-0.57,1.69,-4.16,1.03,8.90,-0.25,1.25,1.06,14.61,0,4319.50,-23.42,0.97,-0.23,86079073.30
CTKA4,10.30,0,10.58,-0.44,0.11,36.19,5.77,0.97,1.77,16.55,14.16,0,0.10,0.40,-0.32,1.69,-4.16,1.03,8.90,-0.25,1.25,1.06,14.61,0,6204.37,-23.42,0.97,-0.13,86079073.30
CTNM3,9.81,0,-0.98,0.60,0.08,22.43,-5.68,-17.19,-2.97,-12.52,-10.64,2.13,0.17,-12.69,-0.13,0.98,-60.74,-8.14,-4.40,0.13,0.75,0.47,-3.61,0,46643.62,16.45,-9.99,0.00,190836453.25
CTNM4,3.18,0,-0.32,0.19,0.03,22.43,-5.68,-17.19,-0.96,-12.52,-10.64,2.13,0.05,-4.11,-0.04,0.98,-60.74,-8.14,-4.40,0.13,0.75,0.47,-3.61,0,403963.19,16.45,-9.99,0.00,190836453.25
CTSA3,3.97,0,17.95,0.36,0.18,8.73,5.96,1.51,4.55,9.96,5.41,0.42,0.27,-2.28,-0.25,0.78,1.99,0.99,1.74,0.50,0.50,0.66,-0.42,-20.88,167377.70,11.19,0.22,-0.23,111020876.19
CTSA4,2.83,0,12.73,0.25,0.13,8.73,5.96,1.51,3.22,9.96,5.41,0.42,0.19,-1.62,-0.18,0.78,1.99,0.99,1.74,0.50,0.50,0.66,-0.42,-20.88,409653.37,11.19,0.22,-0.16,111020876.19
CTSA8,0.00,0,0.00,0.00,0.00,8.73,5.96,1.51,0.00,9.96,5.41,0.42,0.00,0.00,0.00,0.78,1.99,0.99,1.74,0.50,0.50,0.66,-0.42,-20.88,0,11.19,0.22,0.00,111020876.19
CURY3,15.75,1.72,12.78,5.45,1.68,37.20,19.37,14.96,9.87,9.30,-0.55,-0.30,1.91,3.36,-7.69,2.77,42.65,13.16,28.08,0.31,0.65,0.88,22.62,26.10,36377799.30,2.89,1.23,0.83,4588276383.36
CVCB3,3.35,0,-3.77,7.82,0.40,100.00,-4.74,-32.23,-25.64,-31.90,-6.42,1.96,1.21,-1.15,-0.77,0.58,-207.44,-10.57,-6.91,0.05,0.95,0.33,0.61,0,111683164.59,0.43,-0.89,0.12,1478233536.75
CXSE3,10.16,8.50,9.42,2.59,2.42,0,0,0,8.38,8.02,-0.36,-0.11,0,21.91,-2.93,2.68,27.48,25.67,26.24,0.93,0.07,0.00,0,20.03,20337010.41,3.93,1.08,0.16,30480000000.00
CYRE3,20.75,2.46,10.23,1.15,0.51,31.93,16.53,14.84,9.19,11.25,2.08,0.26,1.52,1.54,-1.08,2.65,11.23,4.97,6.17,0.44,0.52,0.33,15.15,0,127856739.78,18.07,2.03,-1.24,8286668223.27
DASA3,12.87,0.75,-16.42,1.43,0.37,28.72,7.65,-4.36,9.37,18.71,9.34,1.42,0.72,-10.94,-0.51,0.89,-8.69,-2.24,4.26,0.26,0.74,0.51,31.03,0,9944340.70,9.02,-0.78,-0.07,9688533992.28
DESK3,14.29,0.14,28.08,1.37,0.57,60.28,32.60,7.56,6.51,8.96,2.45,0.52,2.12,-3360.87,-0.67,1.00,4.88,2.02,11.16,0.42,0.58,0.27,0,0,2567831.44,10.43,0.51,0.26,1645672510.44
DEXP3,9.28,2.89,6.35,1.42,0.63,18.95,13.35,7.03,3.35,3.46,0.13,0.05,0.45,1.52,-1.73,2.91,22.29,9.97,19.97,0.45,0.46,1.42,34.10,11.10,613563.37,6.55,1.46,-0.18,869369901.60
DEXP4,8.83,3.09,6.05,1.35,0.60,18.95,13.35,7.03,3.19,3.46,0.13,0.05,0.43,1.45,-1.64,2.91,22.29,9.97,19.97,0.45,0.46,1.42,34.10,11.10,35952.08,6.55,1.46,-0.18,869369901.60
DIRR3,18.88,6.20,13.64,2.43,0.51,35.19,18.89,10.67,7.70,8.50,0.80,0.25,1.45,1.55,-0.94,3.43,17.79,3.71,12.92,0.21,0.77,0.35,23.53,0,48664931.67,7.78,1.38,0.27,3273945000.00
DMMO11,0.34,0,-49.97,-0.36,0.53,54.54,8.16,-1.10,6.75,32.11,-2.85,0,0.55,1.78,-1.29,2.04,-0.73,-1.07,-5.39,-1.47,2.47,0.97,-1.34,0,16904.20,-0.93,-0.01,0.49,949254731.04
DMMO3,1.76,0,-258.65,-1.88,2.76,54.54,8.16,-1.10,34.96,32.11,-2.85,0,2.85,9.24,-6.66,2.04,-0.73,-1.07,-5.39,-1.47,2.47,0.97,-1.34,0,4084154.80,-0.93,-0.01,2.52,949254731.04
DMVF3,5.13,0,15.33,0.31,0.18,31.95,2.74,1.08,6.08,5.37,-0.71,-0.04,0.17,3.90,-0.25,1.19,2.00,1.15,4.69,0.58,0.42,1.06,319.38,0,291687.48,16.76,0.33,0.00,259592579.46
DOHL3,10.00,0,4640.82,1.06,0.77,19.64,-0.51,0.03,-226.01,-204.12,-7.22,0.03,1.16,1.67,-1.67,6.64,0.02,0.02,-0.93,0.72,0.28,0.66,6.68,-65.66,1000.00,9.41,0.00,-46.52,659036511.00
DOHL4,5.48,0,2543.17,0.58,0.42,19.64,-0.51,0.03,-123.85,-204.12,-7.22,0.03,0.64,0.92,-0.92,6.64,0.02,0.02,-0.93,0.72,0.28,0.66,6.68,-65.66,25272.56,9.41,0.00,-25.49,659036511.00
DOTZ3,1.58,0,-2.22,-1.13,0.58,87.88,-76.62,-69.30,-2.01,-1.55,0.46,0,1.54,-1.67,-1.32,0.62,-50.84,-26.17,138.56,-0.51,1.51,0.38,3.79,0,1008888.04,-1.40,-0.71,-0.10,208667996.16
DTCY3,6.00,0,161.71,-120.99,5.96,18.63,-3.18,4.02,-204.24,-284.63,-2.38,0,6.50,-51.61,-10.60,0.79,-74.82,3.69,-55.05,-0.05,1.05,0.92,-9.85,-33.48,5669.80,-0.05,0.04,-1.51,92293859.00
