papel,cotação,p_l,p_vp,psr,div_yield,p_ativo,p_cap_giro,p_ebit,p_ativ_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg__líq_,liq__corr_,roic,roe,liq_2meses,patrim__líq,dív_brut__patrim_,cresc__rec_5a
HAGA4,1.40,2.72,-0.29,0.567,0.00,0.283,0.71,-9.08,-0.25,0.57,2.36,-6.24,20.85,1.90,-9.60,-10.84,55283.60,-56492200.00,-0.37,9.72
FIGE3,12.03,2.74,0.19,0.000,0.32,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.00,148304000.00,0.00,18.98
RANI4,5.50,2.75,1.06,0.821,0.00,0.359,1.53,2.52,-1.24,4.36,3.65,32.57,29.87,2.70,19.49,38.49,0.00,1281240000.00,1.44,18.54
PETR3,33.08,2.76,1.16,0.742,44.84,0.436,-29.19,1.65,-0.90,2.49,1.94,44.97,26.99,0.90,28.95,42.19,484509000.00,370683000000.00,0.75,19.42
DMFN3,12.60,2.77,0.84,0.000,4.24,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.37,56.91,13671000.00,0.00,6.23
EPAR3,11.72,2.83,1.43,0.155,10.60,0.593,2.20,2.66,4.15,3.15,3.10,5.82,5.47,1.59,30.41,50.55,17040.90,121844000.00,0.64,35.14
SUZB3,49.75,2.84,1.55,1.344,3.71,0.476,2.84,3.43,-1.15,6.28,4.53,39.18,47.40,2.56,17.12,54.50,248663000.00,42587500000.00,1.75,25.25
AHEB3,22.09,2.87,26.05,0.457,0.00,0.522,5.06,1.92,-0.91,1.51,1.41,23.83,15.94,1.34,35.24,908.67,359.70,7244000.00,0.65,43.56
CLSC5,39.01,3.02,0.49,0.150,0.00,0.128,-8.98,2.57,-0.31,5.21,3.50,5.84,4.98,0.96,5.85,16.32,0.00,3055370000.00,0.79,8.40
TBLE5,12.00,3.02,1.17,0.861,0.00,0.243,5.76,1.85,-0.42,4.35,3.70,46.63,28.49,1.28,15.22,38.82,0.00,8341660000.00,2.16,5.61
MARI3,2.93,3.04,0.76,0.346,0.00,0.384,0.95,4.99,1.65,4.89,4.89,6.94,11.37,2.23,10.67,25.13,0.00,706711000.00,0.32,11.89
BAZA3,70.00,3.29,0.76,0.000,7.91,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.12,253917.00,5156520000.00,0.00,30.31
JALL3,7.99,3.40,1.22,1.379,5.54,0.385,1.93,7.67,-1.11,15.28,5.32,17.98,40.55,2.47,6.14,35.74,6964080.00,1937240000.00,1.73,25.10
ELPL6,30.20,3.46,2.63,0.308,0.00,0.196,-2.93,1.56,-0.29,3.11,2.51,19.71,8.90,0.79,14.69,76.09,0.00,2266860000.00,3.34,9.69
CAMB4,6.25,3.47,1.30,0.540,0.00,0.705,2.80,2.30,21.55,2.83,2.57,23.44,15.55,2.05,33.12,37.48,0.00,203028000.00,0.33,24.25
LUPA3,3.02,3.48,0.59,1.021,0.00,0.190,2.15,-7.38,-0.47,-17.31,-60.34,-13.85,29.38,1.47,-2.67,17.12,1752570.00,174522000.00,0.82,15.69
ELPL5,30.50,3.49,2.66,0.311,0.00,0.198,-2.96,1.58,-0.30,3.13,2.52,19.71,8.90,0.79,14.69,76.09,0.00,2266860000.00,3.34,9.69
PTBL4,2.59,3.64,0.80,0.169,0.00,0.133,2.57,1.49,-0.35,4.49,3.17,11.34,4.65,1.13,12.55,21.89,0.00,458473000.00,2.45,22.28
BNBR3,90.00,3.69,0.82,0.000,6.22,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.21,3365.79,9496300000.00,0.00,22.44
PTPA3,76.50,3.69,1.14,0.505,0.00,0.375,2.28,3.63,-1.27,7.06,5.33,13.93,13.69,1.79,13.27,30.85,0.00,1201690000.00,1.59,18.08
PTPA4,80.00,3.86,1.19,0.528,0.00,0.392,2.38,3.79,-1.33,7.23,5.45,13.93,13.69,1.79,13.27,30.85,0.00,1201690000.00,1.59,18.08
BOBR3,1.00,3.94,-1.90,0.171,0.00,0.297,-1.78,1.32,-0.46,3.03,2.65,12.96,4.35,0.75,32.08,-48.37,0.00,-136783000.00,-3.15,8.19
CMIG4,12.01,3.99,1.12,0.737,9.40,0.485,7.75,3.35,-1.52,4.37,3.79,22.02,18.49,1.34,16.35,28.07,110207000.00,23609100000.00,0.50,11.80
VINE3,17.20,4.04,0.65,0.577,0.00,0.340,1.38,4.52,7.60,7.40,5.54,12.76,14.42,1.91,8.62,16.14,0.00,1118520000.00,0.60,2.21
PINE3,1.50,4.10,0.31,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,3.49,895756000.00,0.00,60.47
MTBR3,0.99,4.10,0.65,0.139,0.00,0.174,4.40,2.32,-5.62,1.11,0.90,5.97,3.40,1.06,19.35,15.83,0.00,2291260000.00,0.39,17.81
GOAU3,12.71,4.11,0.76,0.172,10.06,0.176,0.63,1.07,1.97,1.52,1.22,16.11,12.61,3.03,19.35,18.39,851853.00,17401700000.00,0.61,21.38
POSI3,8.19,4.11,0.84,0.249,6.28,0.294,0.78,2.71,2.14,4.87,4.36,9.17,6.14,1.94,14.58,20.34,14589700.00,1389830000.00,1.10,28.02
DAYC4,8.90,4.12,0.71,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.33,0.00,3009030000.00,0.00,8.15
GOAU4,12.81,4.14,0.76,0.174,9.98,0.177,0.63,1.08,1.99,1.53,1.23,16.11,12.61,3.03,19.35,18.39,68985400.00,17401700000.00,0.61,21.38
VINE5,17.64,4.14,0.67,0.592,0.00,0.349,1.41,4.64,7.80,7.52,5.63,12.76,14.42,1.91,8.62,16.14,0.00,1118520000.00,0.60,2.21
BBAS3,46.99,4.16,0.85,0.000,9.57,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.40,536252000.00,158560000000.00,0.00,21.76
CYRE4,8.50,4.19,0.47,0.622,0.00,0.208,0.63,5.20,19.00,8.07,7.44,11.96,16.09,2.65,4.93,11.23,0.00,7222280000.00,0.65,12.06
CALI3,14.50,4.30,1.94,0.325,3.08,0.256,1.31,3.64,-0.64,7.55,7.37,8.95,7.57,1.72,8.24,45.23,592.61,27760000.00,2.91,142.33
MTBR4,1.05,4.35,0.69,0.147,0.00,0.184,4.67,2.46,-5.96,1.25,1.01,5.97,3.40,1.06,19.35,15.83,0.00,2291260000.00,0.39,17.81
CLSC3,57.00,4.41,0.72,0.220,4.98,0.187,-13.13,3.76,-0.46,6.39,4.30,5.84,4.98,0.96,5.85,16.32,7056.23,3055370000.00,0.79,8.40
CTSA8,1.00,4.50,0.09,0.068,0.00,0.044,-0.57,-1.46,-0.20,-8.38,-19.83,-4.66,1.51,0.78,-3.44,1.99,0.00,311350000.00,0.51,1.35
AURE3,13.96,4.51,0.94,2.376,10.75,0.423,2.87,16.74,-1.55,17.27,10.17,14.19,52.70,2.12,3.21,20.94,39109600.00,14786000000.00,0.45,47.52
ALSO3,24.25,4.53,0.94,9.498,2.14,0.485,9.10,19.66,-1.45,16.67,11.33,48.31,215.09,1.93,2.67,20.82,117216000.00,14770700000.00,0.00,32.85
EEEL4,410.00,4.54,2.13,2.660,0.00,0.777,4.78,4.66,-2.16,5.50,5.50,57.11,58.47,2.45,19.05,46.84,0.00,1861010000.00,0.70,9.19
GGBR3,24.75,4.55,0.89,0.570,14.14,0.589,2.17,3.54,7.66,4.07,3.27,16.13,12.59,2.94,19.39,19.52,1179910.00,48976900000.00,0.22,21.38
FIEI3,15.00,4.56,0.40,8.975,0.00,0.338,3.32,-4.31,-12.83,-3.53,-3.55,-208.42,195.55,5.02,-8.52,8.76,7702.72,90837000.00,0.00,-35.82
FESA4,48.70,4.57,1.36,1.380,7.67,1.042,3.10,3.99,4.96,3.35,2.86,34.59,30.21,4.17,36.15,29.69,9516270.00,3171180000.00,0.11,26.40
CEBR3,13.31,4.58,0.93,2.868,11.20,0.652,1.43,7.61,1.51,1.97,1.84,37.70,80.49,5.62,16.91,20.37,71804.20,1029470000.00,0.00,-46.27
REDE4,2.90,4.59,1.65,0.409,0.00,0.238,3.90,1.78,-0.46,4.58,3.79,22.95,12.23,1.28,15.07,35.89,0.00,3713190000.00,3.09,11.78
BMEB4,12.00,4.60,0.91,0.000,4.90,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,255665.00,1382020000.00,0.00,17.91
CPFP4,44.00,4.60,4.41,0.414,0.00,0.322,-48.12,2.27,-0.49,5.12,5.12,18.25,8.98,0.98,16.26,95.89,0.00,529222000.00,6.26,14.94
CEBR5,13.40,4.61,0.94,2.887,11.13,0.656,1.44,7.66,1.52,2.03,1.89,37.70,80.49,5.62,16.91,20.37,61278.40,1029470000.00,0.00,-46.27
EEEL3,421.01,4.66,2.18,2.731,0.00,0.798,4.91,4.78,-2.22,5.63,5.63,57.11,58.47,2.45,19.05,46.84,0.00,1861010000.00,0.70,9.19
VCPA4,26.01,4.72,1.02,0.789,0.00,0.353,3.76,2.01,-1.00,4.05,2.99,39.18,16.75,1.46,22.95,21.57,0.00,14149000000.00,1.46,22.71
CLSC4,61.49,4.76,0.78,0.237,5.08,0.202,-14.16,4.06,-0.49,6.69,4.50,5.84,4.98,0.96,5.85,16.32,537697.00,3055370000.00,0.79,8.40
MTSA4,51.14,4.76,1.12,0.574,6.35,0.807,1.52,3.51,1.59,2.91,2.70,16.34,12.07,3.06,31.55,23.65,125190.00,399637000.00,0.11,33.05
CGRA3,26.13,4.78,0.60,0.752,10.24,0.423,1.67,5.24,2.99,3.86,3.09,14.35,15.74,2.36,10.38,12.58,294099.00,842863000.00,0.00,11.36
EUCA4,12.90,4.80,0.57,0.461,6.13,0.314,2.37,3.09,-3.46,4.43,2.95,14.90,9.61,1.58,11.14,11.93,485844.00,2087150000.00,0.31,20.32
JBSS3,19.47,4.87,0.97,0.117,10.27,0.216,2.00,-0.98,-0.54,-2.86,-3.69,-11.95,2.52,1.42,-27.38,19.85,230445000.00,44642600000.00,2.08,20.94
BGIP4,22.33,4.89,0.62,0.000,9.99,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.68,8268.67,609245000.00,0.00,1.62
CEBR6,14.37,4.94,1.01,3.096,11.42,0.704,1.54,8.21,1.63,2.58,2.40,37.70,80.49,5.62,16.91,20.37,179298.00,1029470000.00,0.00,-46.27
GGBR4,26.95,4.95,0.97,0.621,12.99,0.642,2.37,3.85,8.34,4.38,3.52,16.13,12.59,2.94,19.39,19.52,251229000.00,48976900000.00,0.22,21.38
BGIP3,22.85,5.00,0.63,0.000,8.88,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.68,6376.49,609245000.00,0.00,1.62
CGRA4,27.50,5.03,0.63,0.792,9.73,0.445,1.76,5.52,3.15,4.14,3.31,14.35,15.74,2.36,10.38,12.58,254175.00,842863000.00,0.00,11.36
TKNO4,60.00,5.04,0.66,0.593,7.66,0.487,1.32,5.30,1.47,3.99,3.40,11.19,11.77,2.68,12.41,13.06,3771.98,268952000.00,0.01,26.20
TECN3,3.47,5.09,0.67,0.714,2.48,0.385,0.78,3.90,1.77,3.86,4.67,18.30,14.04,4.32,12.81,13.16,1081290.00,367561000.00,0.30,5.63
SAPR3,4.04,5.18,0.67,1.067,8.40,0.356,6.74,2.73,-1.11,4.50,3.76,39.11,20.61,1.55,14.25,12.95,1030610.00,9106460000.00,0.57,7.14
BMEB3,13.55,5.19,1.03,0.000,3.95,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,5644.23,1382020000.00,0.00,17.91
MNPR3,15.91,5.26,-0.35,0.295,0.00,0.369,-0.30,1.67,-0.24,1.67,1.51,17.68,5.62,0.31,23.41,-6.57,91963.20,-327243000.00,0.00,16.59
FRAS4,5.79,5.29,0.82,0.470,0.00,0.402,1.09,2.88,4.75,2.65,2.16,16.33,8.93,2.64,21.71,15.59,0.00,1895920000.00,0.47,30.73
RANI3,10.64,5.32,2.05,1.588,8.29,0.694,2.96,4.87,-2.41,6.71,5.62,32.57,29.87,2.70,19.49,38.49,10026800.00,1281240000.00,1.44,18.54
SAPR11,20.78,5.33,0.69,1.098,8.82,0.366,6.93,2.81,-1.14,4.58,3.82,39.11,20.61,1.55,14.25,12.95,17528600.00,9106460000.00,0.57,7.14
SAPR4,4.16,5.33,0.69,1.099,8.98,0.367,6.94,2.81,-1.14,4.58,3.82,39.11,20.61,1.55,14.25,12.95,8272350.00,9106460000.00,0.57,7.14
EALT3,8.21,5.34,0.87,0.385,4.18,0.356,-18.19,3.93,-1.51,6.23,4.48,9.81,7.22,0.95,9.81,16.29,4210.40,212507000.00,0.55,17.02
TASA4,15.23,5.35,1.84,0.832,8.51,0.864,4.43,3.51,8.76,3.69,3.49,23.69,15.56,1.45,31.12,34.40,9780870.00,1047750000.00,0.41,34.65
CIEL3,4.07,5.37,0.95,1.680,7.37,0.115,0.83,7.10,3.51,11.24,8.56,23.66,31.27,1.19,5.23,17.59,157302000.00,11697500000.00,0.63,-10.12
VALE3,67.46,5.38,1.64,1.483,8.74,0.694,31.92,3.93,-1.78,4.48,3.71,37.78,27.80,1.15,19.92,30.45,1914730000.00,186988000000.00,0.36,13.03
NEOE3,19.41,5.39,0.85,0.528,5.96,0.244,9.69,2.39,-0.56,6.15,4.93,22.10,9.95,1.10,11.36,15.72,49781500.00,27832000000.00,1.56,15.24
BMKS3,318.61,5.39,0.73,8.303,18.14,0.632,0.86,-22.19,1.00,1.26,1.28,-37.42,153.94,25.52,-9.50,13.56,15548.70,198040000.00,0.03,1.69
TASA3,15.37,5.40,1.86,0.840,8.43,0.871,4.47,3.55,8.84,3.72,3.52,23.69,15.56,1.45,31.12,34.40,401585.00,1047750000.00,0.41,34.65
ABCB4,19.31,5.41,0.82,0.000,8.12,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.22,17165100.00,5303110000.00,0.00,43.41
RSUL4,61.51,5.49,2.37,0.960,4.63,1.100,3.74,3.55,-81.42,3.19,3.01,27.05,17.50,2.28,38.03,43.25,320961.00,157337000.00,0.06,29.76
FESA3,59.15,5.55,1.65,1.676,5.74,1.266,3.77,4.84,6.02,4.21,3.59,34.59,30.21,4.17,36.15,29.69,1860.67,3171180000.00,0.11,26.40
EALT4,8.61,5.60,0.91,0.404,4.39,0.373,-19.07,4.12,-1.59,6.42,4.62,9.81,7.22,0.95,9.81,16.29,79281.70,212507000.00,0.55,17.02
KLBN3,4.56,5.64,2.17,1.301,6.14,0.520,4.77,4.02,-1.10,7.08,4.77,32.36,26.94,1.86,15.76,38.54,1896700.00,11784300000.00,2.17,19.26
BPIA3,6.10,5.64,1.06,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.84,0.00,77395000.00,0.00,13.41
ELPL3,49.32,5.65,4.30,0.502,0.00,0.321,-4.79,2.55,-0.48,4.10,3.30,19.71,8.90,0.79,14.69,76.09,0.00,2266860000.00,3.34,9.69
DSUL3,7.95,5.65,0.97,0.879,0.00,0.721,1.93,2.37,2.70,1.27,1.27,37.13,16.02,3.50,48.91,17.25,0.00,236447000.00,0.01,36.69
KLBN4,4.57,5.65,2.18,1.304,6.12,0.521,4.78,4.03,-1.10,7.09,4.78,32.36,26.94,1.86,15.76,38.54,10262700.00,11784300000.00,2.17,19.26
COCE6,35.00,5.68,0.67,0.310,0.00,0.204,-1.59,2.19,-0.46,6.40,4.65,14.11,5.46,0.66,11.03,11.72,0.00,4095830000.00,1.46,16.14
KLBN11,22.95,5.68,2.19,1.309,6.10,0.523,4.80,4.05,-1.10,7.11,4.79,32.36,26.94,1.86,15.76,38.54,119100000.00,11784300000.00,2.17,19.26
KEPL3,9.95,5.71,2.67,1.102,10.17,1.466,4.78,4.68,7.93,4.39,4.05,23.58,19.31,1.93,43.61,46.85,15877300.00,668654000.00,0.23,34.62
ROMI3,14.19,5.72,1.14,0.838,6.43,0.553,1.58,5.45,5.16,7.75,6.27,15.36,14.72,2.31,12.21,19.89,8271260.00,1107180000.00,0.74,21.80
CAMB3,10.30,5.72,2.14,0.889,2.43,1.161,4.61,3.79,35.52,4.32,3.92,23.44,15.55,2.05,33.12,37.48,676016.00,203028000.00,0.33,24.25
RNPT4,31.81,5.74,0.39,0.467,0.00,0.379,57.01,56.10,57.01,56.05,56.05,0.83,8.13,1.38,0.68,6.72,0.00,63944000.00,0.00,4.85
RNPT3,31.87,5.75,0.39,0.468,0.00,0.380,57.12,56.21,57.12,56.15,56.15,0.83,8.13,1.38,0.68,6.72,0.00,63944000.00,0.00,4.85
WLMM3,19.50,5.79,1.10,0.331,4.05,0.818,2.10,5.10,2.50,5.18,5.04,6.49,5.71,3.03,18.29,18.99,45.35,645418000.00,0.15,26.86
HAGA3,3.05,5.93,-0.64,1.236,0.00,0.616,1.54,-19.79,-0.55,-10.14,-42.22,-6.24,20.85,1.90,-9.60,-10.84,79389.90,-56492200.00,-0.37,9.72
SOND6,40.56,5.94,1.49,0.655,15.03,0.985,2.54,2.74,3.62,1.80,1.70,23.95,11.03,2.72,55.92,25.15,1721.65,66709000.00,0.00,28.46
DEXP4,8.87,6.07,1.35,0.427,3.08,0.605,1.45,4.47,3.52,4.65,4.07,9.55,8.52,2.91,18.39,22.29,36535.00,616253000.00,0.52,33.01
TIET11,17.44,6.09,3.13,3.010,0.00,0.638,1434.52,5.02,-1.05,8.78,6.62,59.93,49.91,1.00,13.97,51.45,0.00,2222740000.00,2.67,7.76
TIET3,3.49,6.09,3.13,3.012,0.00,0.638,1435.34,5.03,-1.05,8.78,6.63,59.93,49.91,1.00,13.97,51.45,0.00,2222740000.00,2.67,7.76
TIET4,3.51,6.13,3.15,3.029,0.00,0.642,1443.57,5.06,-1.05,8.81,6.65,59.93,49.91,1.00,13.97,51.45,0.00,2222740000.00,2.67,7.76
EQMA3B,25.61,6.21,1.16,0.834,10.89,0.506,8.65,3.69,-1.80,5.08,4.22,22.62,13.43,1.26,16.28,18.74,383953.00,3611850000.00,0.68,9.56
POMO3,4.57,6.22,1.33,0.684,6.65,0.594,1.94,6.39,19.98,7.97,6.64,10.71,10.89,2.13,12.53,21.41,1930880.00,3250220000.00,0.74,7.51
CSMG3,17.81,6.26,0.89,1.005,8.35,0.501,17.18,4.34,-1.93,6.41,4.30,23.14,16.06,1.19,12.55,14.28,36091600.00,7581400000.00,0.53,8.16
CMIG3,18.95,6.29,1.77,1.163,5.96,0.765,12.22,5.28,-2.40,6.31,5.47,22.02,18.49,1.34,16.35,28.07,6154050.00,23609100000.00,0.50,11.80
DEXP3,9.38,6.42,1.43,0.452,2.86,0.640,1.54,4.73,3.72,4.91,4.29,9.55,8.52,2.91,18.39,22.29,475986.00,616253000.00,0.52,33.01
EUCA3,17.42,6.48,0.77,0.623,4.12,0.423,3.20,4.18,-4.68,5.51,3.67,14.90,9.61,1.58,11.14,11.93,78753.20,2087150000.00,0.31,20.32
PFRM3,4.38,6.60,0.46,0.067,3.96,0.113,0.57,1.41,4.24,2.78,2.04,4.75,1.10,1.38,14.05,6.93,461418.00,1184610000.00,0.59,16.06
CIQU4,12.49,6.63,1.05,0.413,0.00,0.515,3.33,4.25,7.55,7.50,5.23,9.72,6.22,1.36,12.70,15.87,0.00,296175000.00,0.84,16.23
CIQU3,12.49,6.63,1.05,0.413,0.00,0.515,3.33,4.25,7.55,7.50,5.23,9.72,6.22,1.36,12.70,15.87,0.00,296175000.00,0.84,16.23
UNIP3,72.38,6.64,2.94,1.082,14.93,1.245,5.41,3.52,-8.95,3.53,3.16,30.72,16.38,2.14,49.67,44.27,1048650.00,2557640000.00,0.56,25.25
STBP11,14.40,6.67,1.14,1.293,0.00,0.566,16.04,4.60,-1.73,4.27,3.06,28.13,19.38,1.25,14.19,17.12,0.00,2178730000.00,0.14,22.42
SOND3,46.01,6.74,1.70,0.743,12.04,1.118,2.88,3.10,4.10,2.16,2.05,23.95,11.03,2.72,55.92,25.15,0.00,66709000.00,0.00,28.46
RAPT3,9.74,6.92,1.13,0.283,5.25,0.256,0.81,2.28,-2.49,4.64,3.93,12.40,6.03,2.18,14.80,16.29,213381.00,2846860000.00,1.90,28.25
TRPL4,25.11,6.98,0.95,3.025,4.23,0.484,6.51,5.50,-1.51,7.95,7.88,55.02,44.28,1.93,9.25,13.53,41179600.00,17506600000.00,0.50,12.41
CEEB3,42.19,6.99,1.75,0.767,10.76,0.417,-9.18,3.16,-0.76,6.74,5.45,24.30,10.98,0.82,14.13,25.10,34726.10,6303000000.00,2.09,12.05
TUPY3,27.97,7.02,1.30,0.380,2.64,0.402,1.30,4.32,-5.47,6.72,4.91,8.79,5.46,2.01,12.71,18.48,17742400.00,3109530000.00,1.10,21.52
JHSF3,5.60,7.10,0.76,2.119,6.79,0.363,1.57,5.51,-1.98,8.69,7.94,38.48,30.80,3.78,7.20,10.74,16881900.00,4988590000.00,0.62,43.29
CPFE3,34.98,7.21,2.26,1.010,6.01,0.556,21.20,3.87,-1.11,5.74,4.90,26.12,14.30,1.13,16.15,31.32,67885700.00,17851500000.00,1.38,9.81
RECV3,23.41,7.22,1.68,2.294,4.52,0.994,-31.23,5.54,-5.13,5.30,4.04,41.42,31.79,0.87,22.30,23.23,51834100.00,4094360000.00,0.15,99.67
CSRN6,27.60,7.26,3.04,1.283,11.89,0.820,-17.51,4.83,-1.72,7.05,6.02,26.58,17.68,0.84,19.21,41.93,674.28,1524000000.00,1.66,10.65
SOND5,50.00,7.33,1.84,0.808,12.19,1.215,3.13,3.37,4.46,2.43,2.30,23.95,11.03,2.72,55.92,25.15,632.56,66709000.00,0.00,28.46
UNIP6,80.00,7.34,3.25,1.196,14.86,1.376,5.98,3.89,-9.89,3.90,3.50,30.72,16.38,2.14,49.67,44.27,18966600.00,2557640000.00,0.56,25.25
ITSA4,9.67,7.36,1.27,11.629,6.48,0.958,26.60,79.91,-10.12,84.98,47.65,14.55,163.52,1.46,1.30,17.32,212328000.00,73632000000.00,0.17,15.02
BRSR6,13.79,7.38,0.60,0.000,6.38,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,23634500.00,9471470000.00,0.00,2.91
BRSR3,13.88,7.43,0.60,0.000,6.34,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,114302.00,9471470000.00,0.00,2.91
ITSA3,9.78,7.44,1.29,11.762,6.41,0.969,26.90,80.82,-10.23,85.89,48.15,14.55,163.52,1.46,1.30,17.32,1650630.00,73632000000.00,0.17,15.02
BMIN4,14.51,7.47,0.52,0.000,10.96,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.95,9771.77,134886000.00,0.00,23.19
ITUB3,24.08,7.47,1.38,0.000,6.37,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,16534000.00,170577000000.00,0.00,12.43
PTNT4,7.22,7.53,0.94,0.401,4.41,0.404,1.92,5.11,12.03,7.27,5.13,7.83,6.96,1.68,10.48,12.45,122378.00,369753000.00,0.69,14.43
GETT3,2.40,7.55,1.24,1.336,0.00,0.081,3.13,6.04,3.36,6.86,4.78,22.13,17.66,1.03,1.36,16.41,0.00,3618060000.00,0.34,0.00
GETT4,2.40,7.55,1.24,1.336,0.00,0.081,3.13,6.04,3.36,6.86,4.78,22.13,17.66,1.03,1.36,16.41,0.00,3618060000.00,0.34,0.00
DPPI4,38.90,7.62,2.28,-0.665,0.00,1.718,3.98,87.28,4.46,73.74,73.74,-0.76,-5.04,3.14,3.00,29.97,0.00,545227000.00,0.06,15.14
CCTU4,37.28,7.65,0.92,0.307,0.00,0.405,2.29,14.56,-28.32,21.77,21.77,2.10,4.00,1.48,2.96,12.07,0.00,82550000.00,0.48,12.54
CSUD3,14.41,7.69,1.52,1.119,6.75,0.980,19.22,5.48,-13.91,5.60,3.58,20.42,14.55,1.22,21.98,19.76,989910.00,396265000.00,0.24,7.04
CSRN3,29.30,7.71,3.23,1.362,10.18,0.871,-18.58,5.12,-1.83,7.34,6.28,26.58,17.68,0.84,19.21,41.93,6367.12,1524000000.00,1.66,10.65
BOBR4,1.96,7.72,-3.73,0.336,0.00,0.582,-3.48,2.59,-0.90,4.30,3.76,12.96,4.35,0.75,32.08,-48.37,117197.00,-136783000.00,-3.15,8.19
CSRN5,29.50,7.76,3.25,1.372,11.13,0.877,-18.71,5.16,-1.84,7.38,6.31,26.58,17.68,0.84,19.21,41.93,571.79,1524000000.00,1.66,10.65
CPRE3,18.23,7.77,1.80,2.944,0.00,0.922,-4708.41,4.77,-2.69,4.84,3.95,61.73,38.56,1.00,21.19,23.17,0.00,6013890000.00,0.18,20.90
ETER4,9.85,7.79,0.88,0.511,0.00,0.501,1.66,5.89,5.25,6.63,5.09,8.67,6.56,2.36,9.47,11.26,0.00,694083000.00,0.18,27.40
UCAS3,3.10,7.79,1.07,0.869,5.86,0.643,10.14,16.99,259.33,13.97,8.15,5.12,11.16,1.19,4.65,13.70,117994.00,191998000.00,0.05,14.92
POMO4,5.73,7.80,1.67,0.858,5.31,0.745,2.43,8.01,25.05,9.59,8.00,10.71,10.89,2.13,12.53,21.41,36187200.00,3250220000.00,0.74,7.51
COCE5,49.10,7.96,0.93,0.435,1.73,0.286,-2.23,3.08,-0.64,7.28,5.29,14.11,5.46,0.66,11.03,11.72,1572570.00,4095830000.00,1.46,16.14
BMGB4,2.75,7.99,0.41,0.000,14.01,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.15,2494420.00,3898730000.00,0.00,-19.02
BRGE7,9.29,8.05,0.52,184.165,4.81,0.234,1.11,-0.89,1.25,1.07,1.09,-20778.80,3525.44,1.62,-54.73,6.50,0.00,1308280000.00,0.00,-43.93
VLID3,16.14,8.06,1.02,0.695,3.98,0.506,2.08,2.98,-41.15,4.01,3.15,23.36,7.95,2.03,20.64,12.68,5910170.00,1291890000.00,0.59,1.94
WSON33,67.00,8.07,0.98,1.067,0.00,0.400,13.41,2.42,-0.89,5.08,5.08,44.14,13.58,1.26,18.36,12.17,0.00,2148530000.00,1.21,5.23
ETER3,10.25,8.10,0.91,0.531,6.70,0.521,1.73,6.13,5.47,6.87,5.27,8.67,6.56,2.36,9.47,11.26,2621490.00,694083000.00,0.18,27.40
CMET4,3.91,8.10,5.38,3.068,0.00,3.136,9.47,5.72,27.20,5.34,5.34,53.63,43.03,2.64,81.40,66.40,0.00,2847970000.00,0.18,30.18
RDTR3,6.30,8.11,1.37,0.000,0.00,1.320,0.00,-1919.75,0.00,-1897.05,-219.41,0.00,0.00,0.00,0.00,16.95,0.00,497092000.00,0.00,0.00
COCE3,50.01,8.11,0.95,0.443,1.69,0.292,-2.27,3.14,-0.66,7.34,5.33,14.11,5.46,0.66,11.03,11.72,232.61,4095830000.00,1.46,16.14
PATI3,25.00,8.11,0.71,0.274,1.93,0.324,0.61,9.43,1.16,8.46,7.13,2.90,3.38,2.79,6.64,8.73,11421.60,845132000.00,0.67,26.24
JSLG3,10.29,8.11,1.79,0.441,2.29,0.303,3.66,3.50,-0.53,9.42,6.50,12.58,5.43,1.48,9.75,22.07,2529830.00,1646050000.00,3.49,-10.93
EQPA3,6.15,8.15,4.11,1.513,14.65,1.052,11.93,5.46,-2.50,7.11,6.11,27.72,18.57,1.38,23.60,50.45,110465.00,3303480000.00,1.69,14.86
JOPA3,22.00,8.19,0.41,0.103,3.73,0.097,0.31,2.17,1.81,8.23,7.18,4.77,1.57,1.71,6.66,5.00,3443.60,568588000.00,2.24,20.30
