ticker,preco,dy,p_l,p_vp,p_ativos,margem_bruta,margem_ebit,marg_liquida,p_ebit,ev_ebit,divida_liquida___ebit,div_liq___patri,psr,p_cap_giro,p_at_cir_liq,liq_corrente,roe,roa,roic,patrimonio___ativos,passivos___ativos,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,liquidez_media_diaria,vpa,lpa,peg_ratio,valor_de_mercado
MOSI3,8.24,0,32.29,1.56,1.46,89.47,6.23,14.75,76.45,36.94,-39.51,-0.81,4.76,1.91,-8.40,13.23,4.84,4.52,0.25,0.93,0.07,0.31,0,0,0,5.27,0.26,0,1043149227.20
MOVI3,12.25,3.48,13.84,1.56,0.19,34.61,21.78,3.09,1.96,7.00,5.04,4.01,0.43,1.70,-0.27,1.70,11.28,1.41,12.20,0.12,0.88,0.46,31.22,36.88,38767900.44,7.81,0.88,-0.21,4420085449.20
MPLU3,26.80,0,12.20,17.37,2.68,95.29,66.35,56.37,10.37,7.73,-2.64,-4.42,6.88,50.65,-23.58,1.06,142.40,21.94,100.98,0.15,0.85,0.39,-17.46,8.96,0,1.54,2.20,-0.39,4348208156.40
MRFG3,7.94,20.92,1.54,1.11,0.04,12.17,5.05,2.44,0.74,6.96,6.21,9.32,0.04,0.51,-0.06,1.28,72.53,2.60,6.90,0.04,0.81,1.06,66.77,0,63486473.78,7.15,5.19,-0.09,5260200000.00
MRSA3B,26.00,2.25,9.61,1.56,0.62,39.52,33.45,16.03,4.61,6.05,1.76,0.60,1.54,-12.02,-0.71,0.71,16.25,6.43,15.50,0.40,0.60,0.40,9.87,14.80,2550.00,16.65,2.70,0.36,8233330748.00
MRSA5B,27.00,2.38,9.98,1.62,0.64,39.52,33.45,16.03,4.78,6.05,1.76,0.60,1.60,-12.48,-0.73,0.71,16.25,6.43,15.50,0.40,0.60,0.40,9.87,14.80,2700.00,16.65,2.70,0.37,8233330748.00
MRSA6B,22.00,2.92,8.13,1.32,0.52,39.52,33.45,16.03,3.90,6.05,1.76,0.60,1.30,-10.17,-0.60,0.71,16.25,6.43,15.50,0.40,0.60,0.40,9.87,14.80,4400.00,16.65,2.70,0.30,8233330748.00
MRVE3,14.03,1.41,-32.32,1.34,0.35,19.96,3.05,-3.66,38.74,72.11,33.37,1.16,1.18,1.77,-0.62,1.80,-4.16,-1.07,1.17,0.26,0.71,0.29,6.86,0,150399954.07,10.41,-0.43,0.24,7861968092.43
MSPA3,46.25,0.12,-59.39,0.36,0.21,34.62,0.85,-2.57,179.32,247.81,71.42,0.14,1.52,9.60,-0.23,1.42,-0.61,-0.35,-0.80,0.58,0.42,0.14,6.46,0,0,127.72,-0.78,0.72,291394491.25
MSPA4,40.00,0.15,-51.36,0.31,0.18,34.62,0.85,-2.57,155.08,247.81,71.42,0.14,1.32,8.30,-0.20,1.42,-0.61,-0.35,-0.80,0.58,0.42,0.14,6.46,0,6023.00,127.72,-0.78,0.62,291394491.25
MSRO3,702.50,0,1688.87,262.32,74.39,52.18,36.59,8.57,395.70,398.80,3.10,2.06,144.78,-484.86,-93.01,0.57,15.53,4.40,17.60,0.28,0.72,0.51,8.72,95.18,0,2.68,0.42,84.62,18271898550.00
MTIG3,0.00,0,0.00,0.00,0.00,-16.12,-64.07,-113.09,0.00,-1.28,-1.17,0,0.00,0.00,0.00,0.27,-725.28,-74.53,-104.33,-0.10,1.10,0.66,-17.44,0,0,-0.06,-0.46,0.00,3700608.00
MTIG4,23.00,0,-49.52,-359.15,36.91,-16.12,-64.07,-113.09,-87.41,-1.28,-1.17,0,56.00,-50.93,-50.15,0.27,-725.28,-74.53,-104.33,-0.10,1.10,0.66,-17.44,0,6887.40,-0.06,-0.46,-0.09,3700608.00
MTRE3,7.46,5.53,17.19,0.80,0.38,27.06,6.87,5.71,14.29,19.55,5.26,0.30,0.98,0.74,-1.95,2.75,4.68,2.21,2.39,0.47,0.52,0.39,69.15,0,4061548.70,9.36,0.44,2.87,795426646.40
MTSA3,73.38,3.20,6.82,1.61,1.16,31.46,16.37,12.07,5.03,3.64,-0.60,-0.19,0.82,2.18,-5.48,3.06,23.65,16.98,19.70,0.72,0.28,1.41,27.16,48.38,15000.00,45.47,10.75,0.12,543193459.40
MTSA4,51.14,5.05,4.76,1.12,0.81,31.46,16.37,12.07,3.51,3.64,-0.60,-0.19,0.57,1.52,-3.82,3.06,23.65,16.98,19.70,0.72,0.28,1.41,27.16,48.38,100406.67,45.47,10.75,0.08,543193459.40
MULT3,26.83,3.15,20.02,2.40,1.46,90.73,69.54,43.54,12.53,13.98,1.44,0.28,8.72,37.48,-1.74,1.32,11.97,7.28,12.45,0.61,0.39,0.17,9.22,16.85,117516388.41,11.19,1.34,0.51,16112406667.50
MWET3,13.28,0,0.89,-3.26,0.10,15.94,2.02,10.39,4.57,15.66,11.64,0,0.09,-5.17,-0.17,0.96,-366.33,11.02,-19.47,-0.03,1.04,1.06,19.24,36.34,2656.00,-4.07,14.91,-0.01,23996314.98
MWET4,10.85,0,0.73,-2.67,0.08,15.94,2.02,10.39,3.74,15.66,11.64,0,0.08,-4.22,-0.14,0.96,-366.33,11.02,-19.47,-0.03,1.04,1.06,19.24,36.34,42662.48,-4.07,14.91,-0.01,23996314.98
MYPK3,14.42,3.47,21.63,0.57,0.14,9.23,5.95,0.61,2.23,6.61,4.37,1.12,0.13,0.82,-0.31,1.48,2.65,0.66,7.56,0.25,0.73,1.08,17.75,74.09,20249456.93,25.14,0.67,-0.26,2215099450.41
NAFG3,64.37,0,11.80,2.76,1.15,41.15,16.49,9.34,6.68,5.06,1.17,0.48,1.10,3.20,-2.87,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,0,23.30,5.46,-1.14,508315292.42
NAFG4,19.02,0,3.49,0.82,0.34,41.15,16.49,9.34,1.97,5.06,1.17,0.48,0.33,0.94,-0.85,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,0,23.30,5.46,-0.34,508315292.42
NEMO3,0.00,0,0.00,0.00,0.00,50.63,45.03,9.98,0.00,2.40,2.40,5.14,0.00,0.00,0.00,2.48,47.41,3.78,20.14,0.08,0.72,0.38,36.49,54.39,0,31.26,14.82,0.00,0.00
NEMO5,52.97,0,3.57,1.69,0.14,50.63,45.03,9.98,0.79,2.40,2.40,5.14,0.36,0.81,-0.19,2.48,47.41,3.78,20.14,0.08,0.72,0.38,36.49,54.39,0,31.26,14.82,-0.27,0.00
NEMO6,0.00,0,0.00,0.00,0.00,50.63,45.03,9.98,0.00,2.40,2.40,5.14,0.00,0.00,0.00,2.48,47.41,3.78,20.14,0.08,0.72,0.38,36.49,54.39,0,31.26,14.82,0.00,0.00
NEOE3,19.41,5.98,4.98,0.84,0.25,29.33,21.98,10.69,2.42,6.20,3.78,1.31,0.53,6.50,-0.34,1.16,16.86,5.00,12.64,0.30,0.70,0.47,15.85,63.34,32673545.07,23.07,3.89,0.35,23486976748.80
NEXP3,6.85,0,-0.12,-0.17,0.14,54.07,-104.19,-118.66,-0.14,-0.50,-0.36,0,0.14,-0.42,-0.21,0.51,-141.98,-115.79,255.88,-0.82,1.81,0.98,6.18,0,57021.52,-40.24,-57.14,0.00,18190647.65
NGRD3,1.73,0.86,29.81,0.89,0.59,63.74,-1.66,5.09,-91.10,-51.84,39.26,-0.38,1.52,2.15,-1.07,2.52,2.99,1.97,-2.58,0.66,0.34,0.39,10.18,12.05,1365666.89,1.93,0.06,2.34,410499207.60
NINJ3,3.90,0,-13.89,0.71,0.66,90.12,-79.41,-24.98,-4.37,1.59,5.96,-0.97,3.47,0.75,-12.47,14.73,-5.13,-4.78,-16.24,0.93,0.07,0.19,0,0,460058.04,5.47,-0.28,0.22,198108366.30
NORD3,5.81,0,-4.94,-0.25,2.11,91.67,259.23,-438.85,8.36,16.60,8.24,0,21.66,-0.24,-2.26,0.01,-5.00,-42.70,-3.90,-8.54,9.54,0.10,23.27,0,4194.00,-23.54,-1.18,4.52,38470833.66
NRTQ3,0.00,0,0.00,0.00,0.00,25.93,16.29,17.00,0.00,0.21,0.21,0.04,0.00,0.00,0.00,3.69,18.68,13.26,14.33,0.71,0.29,0.78,9.53,25.07,0,18.96,3.54,0.00,0.00
NTCO3,17.36,0,-8.37,1.09,0.45,64.13,-0.84,-8.10,-80.94,-112.76,-31.81,0.43,0.68,7.36,-0.65,1.25,-13.04,-5.39,-1.18,0.41,0.59,0.67,29.83,0,155122692.56,15.91,-2.07,0.01,24025360140.90
NUTR3,4.16,0,8.10,1.74,0.57,16.43,8.86,4.04,3.69,4.23,0.53,0.25,0.33,1.40,-1.70,2.60,21.54,7.05,28.81,0.33,0.67,1.74,36.34,0,21373.00,2.39,0.51,-0.54,55096704.00
ODER4,99.47,1.71,10.54,2.40,1.26,29.72,17.01,13.02,8.07,9.27,1.20,0.36,1.37,2.73,-4.49,2.77,22.75,11.92,17.73,0.52,0.48,0.92,18.87,44.10,9450.50,41.50,9.44,-0.87,1122728433.82
ODPV3,12.60,2.54,16.17,5.70,3.40,52.99,27.38,21.83,12.90,12.44,-0.46,-0.20,3.53,-18.90,-4.07,0.48,35.25,21.01,29.18,0.60,0.40,0.96,5.77,-3.06,19923387.37,2.21,0.78,20.16,6961445353.80
OFSA3,24.79,2.56,12.02,1.82,1.02,50.23,14.73,11.06,9.02,10.22,1.19,0.24,1.33,2.33,-2.66,3.43,15.15,8.48,12.12,0.56,0.44,0.77,15.56,23.90,293198.15,13.61,2.06,-1.57,1337395858.74
OGXP3,1.63,0,-2.15,-0.98,0.92,0,0,0,-9.26,-9.26,0.00,0,0,-0.98,0,0.51,-45.53,-43.02,10.57,-0.94,1.94,0.00,0,0,0,-1.67,-0.76,0.02,52747073.84
OIBR3,1.01,0,-0.03,-0.03,0.02,-3.71,-170.86,-211.86,-0.04,-1.20,-1.16,0,0.06,-0.46,-0.03,0.85,-96.43,-78.41,5648.44,-0.81,1.81,0.37,-15.11,0,7492726.26,-35.05,-33.80,0.00,691985413.61
OIBR4,2.60,0,-0.08,-0.07,0.06,-3.71,-170.86,-211.86,-0.10,-1.20,-1.16,0,0.16,-1.17,-0.09,0.85,-96.43,-78.41,5648.44,-0.81,1.81,0.37,-15.11,0,405624.63,-35.05,-33.80,0.00,691985413.61
OMGE3,27.57,0,71.44,1.33,0.44,27.32,26.77,3.15,8.41,15.78,7.37,1.16,2.25,13.56,-0.53,1.25,1.86,0.62,6.37,0.33,0.66,0.20,34.84,-5.09,0,20.80,0.39,-0.95,5521562588.85
ONCO3,11.98,0,69.11,3.13,0.76,36.10,13.27,2.00,10.42,15.48,5.07,1.52,1.38,5.50,-1.15,1.71,4.52,1.11,9.33,0.24,0.69,0.55,0,0,28643847.93,3.83,0.17,-0.29,6319229544.04
OPCT3,5.36,0,-12.09,1.45,0.48,18.05,5.66,-7.14,15.23,29.68,14.45,1.37,0.86,-6.39,-0.63,0.77,-11.96,-3.95,2.07,0.33,0.67,0.55,47.73,0,3829192.37,3.73,-0.45,-0.03,1079781591.60
ORVR3,37.15,0,-21.30,5.76,1.52,27.40,11.98,-20.34,36.17,46.67,10.50,1.67,4.33,12.52,-2.04,1.89,-27.06,-7.12,2.26,0.26,0.72,0.35,22.01,0,12500403.07,6.49,-1.76,-0.07,3101533739.71
OSXB3,4.58,0,-0.05,0.00,0.01,90.72,1575.74,-804.28,0.03,9.78,9.76,0,0.40,-0.02,-0.01,0.03,-4.96,-10.56,-130.84,-2.13,3.13,0.01,26.98,0,27489.74,-1849.08,-91.67,0.00,14449494.42
PARD3,20.25,1.86,36.76,5.30,2.10,26.45,13.31,6.98,19.27,19.93,0.66,0.18,2.57,-54.06,-3.28,0.90,14.42,5.70,14.80,0.40,0.60,0.82,13.44,2.56,7882065.83,3.82,0.55,-1.04,5403493010.25
PATI3,25.00,1.93,8.11,0.71,0.32,9.09,4.92,3.38,5.57,5.07,-0.58,-0.07,0.27,0.61,-1.82,2.79,8.73,4.00,5.36,0.46,0.54,1.18,23.42,33.66,39941.33,35.31,3.08,-0.13,606511513.00
PATI4,33.00,6.39,10.71,0.93,0.43,9.09,4.92,3.38,7.35,5.07,-0.58,-0.07,0.36,0.81,-2.40,2.79,8.73,4.00,5.36,0.46,0.54,1.18,23.42,33.66,4940.00,35.31,3.08,-0.17,606511513.00
PCAR3,19.89,0,-2.96,0.47,0.12,23.75,-7.20,-15.48,-6.35,-9.95,-3.60,0.27,0.46,0.48,-0.35,1.67,-15.90,-4.19,-6.82,0.26,0.69,0.27,-17.25,0,58953847.33,42.36,-6.73,0.02,5375767473.10
PCAR4,72.11,0,-10.71,1.70,0.45,23.75,-7.20,-15.48,-23.03,-9.95,-3.60,0.27,1.66,1.73,-1.26,1.67,-15.90,-4.19,-6.82,0.26,0.69,0.27,-17.25,0,0,42.36,-6.73,0.06,5375767473.10
PDGR3,6.00,0,-0.06,0.00,0.02,27.32,-0.36,-283.95,-45.23,-2961.10,-2915.87,0,0.16,-0.01,-0.08,0.25,-6.64,-29.49,0.21,-4.44,5.50,0.10,-23.60,0,557364.26,-1559.67,-103.60,0.00,19266746.72
PDTC3,3.07,0,16.10,1.76,0.51,33.51,7.78,4.01,8.29,10.78,2.48,0.53,0.65,1.47,-1.76,1.94,10.91,3.14,11.18,0.29,0.71,0.78,276.10,-4.57,984021.96,1.74,0.19,0.27,240056323.74
PEAB3,35.00,1.36,31.27,0.65,0.52,77.64,37.85,31.62,26.12,31.86,-8.82,-0.22,9.89,1.54,-0.81,17.55,2.09,1.66,1.90,0.79,0.21,0.05,-34.50,-17.21,17732.20,53.48,1.12,-0.55,700340151.00
PEAB4,74.00,0.71,66.11,1.38,1.10,77.64,37.85,31.62,55.23,31.86,-8.82,-0.22,20.91,3.25,-1.71,17.55,2.09,1.66,1.90,0.79,0.21,0.05,-34.50,-17.21,97556.00,53.48,1.12,-1.15,700340151.00
PETR3,33.08,44.86,2.76,1.07,0.44,52.08,45.26,28.48,1.84,2.64,0.71,0.51,0.74,15.03,-0.53,1.22,45.25,18.59,30.84,0.41,0.59,0.65,17.72,0,421230017.44,30.82,11.99,-0.86,415769410122.86
PETR4,30.22,49.13,2.52,0.98,0.40,52.08,45.26,28.48,1.68,2.64,0.71,0.51,0.68,13.72,-0.48,1.22,45.25,18.59,30.84,0.41,0.59,0.65,17.72,0,1510014854.26,30.82,11.99,-0.79,415769410122.86
PETZ3,6.46,0.33,59.77,1.62,0.80,47.51,4.73,1.69,21.38,21.04,-0.34,-0.03,1.01,5.63,-1.17,1.82,2.71,1.34,5.79,0.49,0.51,0.79,36.54,34.45,80793184.00,4.00,0.11,-2.13,3001438490.38
PFRM3,4.38,3.96,6.60,0.46,0.11,14.81,3.16,1.02,2.13,4.19,2.06,0.44,0.07,0.57,-0.39,1.38,6.93,1.71,11.32,0.25,0.69,1.69,13.77,0,491732.11,9.57,0.66,0.22,542299945.74
PGMN3,4.30,4.32,-22.95,0.88,0.24,31.95,6.05,-0.88,3.35,5.66,2.31,0.60,0.20,1.72,-0.45,1.42,-3.81,-1.03,13.35,0.27,0.73,1.17,9.03,0,3685063.74,4.91,-0.19,0.14,1994469365.50
PINE3,0.00,0,0.00,0.00,0.00,10.07,5.16,4.53,0.00,4.18,0,0,0.00,0.00,0.00,0.01,8.02,0.40,0,0.05,0.93,0.09,8.44,0,0,4.83,0.39,0.00,343692386.56
PINE4,3.85,4.18,10.01,0.80,0.04,10.07,5.16,4.53,8.80,4.18,0,0,0.45,-0.10,-0.04,0.01,8.02,0.40,0,0.05,0.93,0.09,8.44,0,2130010.41,4.83,0.39,0.07,343692386.56
PLAS3,9.18,0,-0.96,-0.25,0.16,13.52,-0.33,-13.45,-39.41,-142.35,-102.94,0,0.13,-0.28,-0.23,0.35,-26.30,-16.75,3.15,-0.64,1.64,1.25,16.19,0,3937.17,-36.21,-9.52,0.13,114065337.24
PLPL3,11.55,1.38,15.60,5.27,1.41,30.84,11.60,9.73,13.08,14.34,1.25,0.50,1.52,2.34,-13.81,3.06,33.75,9.07,15.42,0.27,0.73,0.93,0,0,9050954.33,2.21,0.75,0.37,2377539840.00
PMAM3,5.35,0,-0.08,-0.08,0.11,-34.13,-86.38,-186.50,-0.16,-2.56,-2.39,0,0.14,-0.08,-0.17,0.20,-101.77,-141.11,-355.75,-1.39,2.39,0.76,-10.58,0,291523.67,-69.04,-70.26,0.00,232210592.15
PNVL3,13.10,1.70,23.46,1.75,0.70,31.12,3.62,2.04,13.22,18.66,5.44,0.72,0.48,3.54,-1.65,1.52,7.45,2.98,6.74,0.40,0.60,1.46,12.06,7.02,5288670.19,7.49,0.56,4.46,1969945001.10
PNVL4,18.62,0,33.35,2.48,0.99,31.12,3.62,2.04,18.79,18.66,5.44,0.72,0.68,5.03,-2.35,1.52,7.45,2.98,6.74,0.40,0.60,1.46,12.06,7.02,0,7.49,0.56,6.33,1969945001.10
POMO3,4.57,6.70,7.29,1.37,0.59,18.13,8.17,9.65,8.61,11.92,1.92,0.31,0.70,2.06,-1.41,1.98,18.83,8.11,8.71,0.43,0.56,0.84,13.49,52.22,1831567.11,3.31,0.62,0.32,4994950892.98
POMO4,5.73,5.34,9.14,1.72,0.74,18.13,8.17,9.65,10.79,11.92,1.92,0.31,0.88,2.58,-1.76,1.98,18.83,8.11,8.71,0.43,0.56,0.84,13.49,52.22,34403787.22,3.31,0.62,0.40,4994950892.98
PORT3,13.41,3.50,21.81,2.62,1.03,44.72,25.82,11.70,9.88,13.90,4.02,1.07,2.55,-45.39,-1.20,0.87,12.02,4.72,8.62,0.39,0.61,0.40,7.48,3.27,6108518.26,5.11,0.62,-1.21,5900251149.00
POSI3,8.19,6.30,4.09,0.83,0.29,24.96,12.54,6.06,1.98,3.55,1.58,0.66,0.25,0.77,-1.35,1.94,20.34,7.17,19.96,0.35,0.64,1.18,21.15,0,10727635.93,9.80,1.99,0.06,1157088000.00
POWE3,10.90,0,23.92,0.99,0.38,6.82,3.52,2.59,17.55,10.60,-6.96,-0.39,0.62,6.57,-0.74,1.13,4.13,1.58,3.81,0.38,0.62,0.61,0,0,0,11.02,0.46,-1.77,977237930.40
PPAR3,14.60,85.96,0.66,0.05,0.04,0,0,0,0.76,-1.49,-2.25,-0.15,0,0.39,-0.04,6.61,7.80,5.67,6.62,0.73,0.27,0.00,0,43.04,0,282.77,22.05,0.00,2160800.00
PPLA11,3.64,0,5122.69,1138.38,19.01,0,0,0,5122.69,5122.69,0,0,0,-19.33,-19.01,0.00,22.22,0.37,0,0.02,0.98,0.00,0,0,1707.19,0.00,0.00,-48.95,10245384.24
PRIO3,47.86,0,11.40,3.95,1.63,65.66,58.64,46.02,9.14,11.29,2.23,0.94,5.25,-105.20,-1.90,1.22,33.12,13.74,18.88,0.41,0.59,0.30,64.15,133.37,442604722.93,12.12,4.20,0.35,42436170101.01
PRNR3,11.90,2.19,20.76,2.07,0.60,24.06,12.75,2.39,3.89,4.46,0.57,0.30,0.50,2.80,-1.49,1.57,9.99,2.90,19.46,0.29,0.70,1.21,28.03,0,2404988.04,5.69,0.57,2.46,459117432.60
PSSA3,27.59,4.70,13.83,1.64,0.35,100.00,3.50,4.41,17.40,12.17,-5.23,-0.49,0.61,7.15,-1.00,1.08,11.88,2.52,4.29,0.21,0.79,0.57,10.41,3.26,60737324.52,16.82,2.00,-1.49,17878104559.00
PTBL3,7.74,6.69,10.89,2.38,0.40,41.65,10.93,4.65,4.63,7.75,3.12,1.60,0.51,7.70,-0.73,1.13,21.89,3.65,12.97,0.17,0.83,0.78,16.49,9.37,11266142.96,3.25,0.71,-0.21,1092648366.50
PTCA11,0.00,0,0.00,0.00,0.00,46.09,12.21,7.93,0.00,1.29,1.29,0.51,0.00,0.00,0.00,1.63,25.42,9.29,16.44,0.37,0.63,1.17,21.08,22.70,0,22.17,5.63,0.00,0.00
PTCA3,0.00,0,0.00,0.00,0.00,46.09,12.21,7.93,0.00,1.29,1.29,0.51,0.00,0.00,0.00,1.63,25.42,9.29,16.44,0.37,0.63,1.17,21.08,22.70,0,22.17,5.63,0.00,0.00
PTNT3,8.95,3.56,9.36,1.16,0.50,16.97,9.45,5.31,5.25,6.37,1.79,0.40,0.50,2.38,-1.04,1.68,12.43,5.35,9.58,0.43,0.49,1.01,11.78,13.24,21627.00,7.70,0.96,-0.23,374604921.88
PTNT4,7.22,4.41,7.55,0.94,0.40,16.97,9.45,5.31,4.24,6.37,1.79,0.40,0.40,1.92,-0.84,1.68,12.43,5.35,9.58,0.43,0.49,1.01,11.78,13.24,143874.04,7.70,0.96,-0.18,374604921.88
QGEP3,14.54,1.03,10.72,0.95,0.50,48.74,35.69,30.13,7.06,7.04,-0.02,0.00,2.29,9.77,-0.67,1.65,14.37,7.59,7.65,0.53,0.47,0.25,34.10,10.92,0,15.32,1.36,-0.14,3864832398.70
QUAL3,4.42,1.80,35.26,0.92,0.27,77.25,15.71,1.86,4.17,9.07,4.89,1.07,0.66,2.16,-0.38,1.77,2.60,0.77,7.71,0.30,0.70,0.41,-1.22,-37.47,17492431.93,4.80,0.12,-0.40,1249663030.00
QUSW3,0.00,0,0.00,0.00,0.00,91.21,54.43,24.91,0.00,1.33,1.33,0.70,0.00,0.00,0.00,1.58,24.18,7.76,23.67,0.32,0.68,0.31,-6.67,0,0,83.50,20.19,0.00,0.00
QVQP3B,0.00,0,0.00,0.00,0.00,0,0,0,0.00,0.37,0.37,-0.94,0,0.00,0,0,-228.30,-228.30,-252.83,1.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
RADL3,27.78,0.96,45.44,8.72,2.61,30.24,6.56,3.44,23.85,24.80,0.95,0.35,1.56,15.89,-6.24,1.39,19.19,5.74,23.19,0.30,0.70,1.67,17.08,15.44,136012737.07,3.18,0.61,0.99,47605979512.00
RAIL3,23.32,0.28,66.69,2.86,0.96,32.88,32.30,6.54,13.50,17.03,3.53,0.75,4.36,11.52,-1.19,1.76,4.29,1.44,9.60,0.34,0.66,0.22,10.60,0,317025281.44,8.23,0.35,-0.08,43682163748.95
RAIZ4,3.97,5.89,16.84,1.79,0.37,6.21,3.29,0.99,5.08,8.98,3.90,1.38,0.17,15.50,-0.64,1.06,10.66,2.19,11.60,0.21,0.79,2.20,0,0,71600949.30,2.21,0.24,-0.75,41099462651.48
RANI3,10.64,7.01,7.54,2.22,0.74,47.57,33.25,20.71,4.70,6.13,1.43,0.68,1.56,2.73,-1.24,2.93,29.47,9.75,13.69,0.33,0.67,0.47,14.44,0,9466519.22,4.81,1.42,3.11,2631117526.92
RANI4,5.50,0,3.88,1.14,0.38,47.57,33.25,20.71,2.42,6.13,1.43,0.68,0.80,1.41,-0.64,2.93,29.47,9.75,13.69,0.33,0.67,0.47,14.44,0,0,4.81,1.42,1.60,2631117526.92
RAPT3,9.74,5.25,6.92,1.13,0.26,23.93,11.37,4.09,2.49,5.46,2.58,1.17,0.28,0.81,-0.61,2.18,16.29,3.70,11.36,0.23,0.68,0.90,30.59,58.26,225382.11,8.64,1.41,-0.21,3718435405.82
RAPT4,12.13,4.22,8.62,1.40,0.32,23.93,11.37,4.09,3.10,5.46,2.58,1.17,0.35,1.02,-0.76,2.18,16.29,3.70,11.36,0.23,0.68,0.90,30.59,58.26,24156670.26,8.64,1.41,-0.26,3718435405.82
RCSL3,2.20,0,-21.09,283.58,4.24,11.58,7.76,-17.89,48.66,45.06,-0.20,-1.16,3.77,30.58,-9.31,1.34,-1344.46,-20.10,581.73,0.01,0.99,1.12,362.53,0,4513006.78,0.01,-0.10,-0.03,259297551.11
RCSL4,1.98,0,-18.88,253.80,3.80,11.58,7.76,-17.89,43.55,45.06,-0.20,-1.16,3.38,27.37,-8.33,1.34,-1344.46,-20.10,581.73,0.01,0.99,1.12,362.53,0,2553412.74,0.01,-0.10,-0.03,259297551.11
RDNI3,5.93,2.39,13.10,0.41,0.12,24.14,8.65,3.03,4.59,15.72,11.13,1.00,0.40,1.03,-0.17,1.54,3.15,0.90,2.79,0.29,0.71,0.30,18.15,0,88200.19,14.64,0.46,0.08,264369640.32
RDOR3,34.20,0.57,61.69,3.56,0.84,20.26,13.73,4.40,19.75,20.45,0.70,0.13,2.71,3.08,-1.54,2.51,5.77,1.36,6.91,0.24,0.75,0.31,0,0,151465729.22,9.62,0.56,-6.16,78454057059.30
RECV3,23.41,4.53,7.20,1.67,0.99,45.09,38.25,31.79,5.99,5.72,-0.26,-0.07,2.29,-31.16,-1.26,0.87,23.23,13.78,22.53,0.59,0.41,0.43,0,0,58813655.96,13.96,3.24,0.12,6849200355.20
REDE3,5.80,12.22,9.18,3.30,0.48,28.71,22.19,8.91,3.69,6.58,2.89,2.59,0.82,7.80,-0.66,1.28,35.89,5.18,17.29,0.14,0.79,0.58,10.99,64.32,34251.41,1.76,0.63,-0.63,12239875569.20
RENT3,66.37,1.64,38.06,3.38,1.06,34.32,23.82,8.45,13.50,19.22,5.73,1.43,3.22,-197.37,-1.29,0.97,8.87,2.79,8.47,0.31,0.69,0.33,24.03,29.61,335621274.15,19.66,1.74,-3.45,70407943043.20
RLOG3,23.08,0,82.76,4.26,0.23,34.71,29.67,1.85,5.17,12.09,6.92,5.71,1.53,1.49,-0.31,2.64,5.15,0.28,5.46,0.05,0.71,0.15,50.58,4.37,0,5.41,0.28,-2.42,10691215482.28
RNEW11,4.75,0,0.49,0.44,0.14,29.51,418.49,331.34,0.39,1.35,0.96,1.08,1.64,-1.36,-0.15,0.21,88.97,28.97,52.92,0.33,0.67,0.09,-22.41,0,38774.70,10.80,9.61,0.00,395016263.67
RNEW3,1.56,0,0.49,0.43,0.14,29.51,418.49,331.34,0.39,1.35,0.96,1.08,1.61,-1.34,-0.15,0.21,88.97,28.97,52.92,0.33,0.67,0.09,-22.41,0,280056.15,3.60,3.20,0.00,395016263.67
RNEW4,1.61,0,0.50,0.45,0.15,29.51,418.49,331.34,0.40,1.35,0.96,1.08,1.67,-1.38,-0.15,0.21,88.97,28.97,52.92,0.33,0.67,0.09,-22.41,0,147515.04,3.60,3.20,0.00,395016263.67
ROMI3,14.19,7.06,5.71,1.15,0.57,32.50,17.85,14.09,4.50,6.33,1.83,0.46,0.80,1.79,-1.47,2.10,20.09,10.04,12.06,0.50,0.50,0.71,18.80,42.41,9586855.74,12.38,2.49,1.71,1259136098.55
RPAD3,7.00,0.01,9.05,0.55,0.55,0,0,0,10.12,9.60,-1.04,-0.06,0,10.21,-0.58,19.93,6.07,6.05,5.30,1.00,0.00,0.00,0,8.52,1724.17,12.75,0.77,0.04,623325686.23
RPAD5,7.79,7.37,10.07,0.61,0.61,0,0,0,11.26,9.60,-1.04,-0.06,0,11.36,-0.65,19.93,6.07,6.05,5.30,1.00,0.00,0.00,0,8.52,6764.33,12.75,0.77,0.04,623325686.23
RPAD6,6.89,0.01,8.91,0.54,0.54,0,0,0,9.96,9.60,-1.04,-0.06,0,10.05,-0.57,19.93,6.07,6.05,5.30,1.00,0.00,0.00,0,8.52,3155.00,12.75,0.77,0.04,623325686.23
RPMG3,2.75,0,-0.20,-0.04,0.04,-11.88,-18.63,-19.13,-0.21,-0.46,-0.25,0,0.04,-0.04,-0.52,0.57,-23.61,-18.05,24.39,-0.76,1.77,0.94,25.45,0,135176.30,-66.35,-13.45,0.00,186151979.75
RRRP3,37.00,0,19.54,2.07,1.11,45.02,10.71,23.66,43.18,44.92,1.74,0.08,4.62,32.65,-1.37,1.22,10.58,5.69,-2.55,0.54,0.45,0.24,118.19,0,165958741.67,17.89,1.89,-0.07,8879442299.00
RSID3,4.96,0,-0.30,-0.09,0.15,51.02,497.47,590.52,-0.36,-2.51,-2.15,0,0,-0.09,-0.34,0.25,-28.90,-49.96,53.36,-1.73,2.73,-0.08,0,0,180075.59,-57.85,-16.72,-0.03,100800000.00
