ticker,preco,dy,p_l,p_vp,p_ativos,margem_bruta,margem_ebit,marg_liquida,p_ebit,ev_ebit,divida_liquida___ebit,div_liq___patri,psr,p_cap_giro,p_at_cir_liq,liq_corrente,roe,roa,roic,patrimonio___ativos,passivos___ativos,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,liquidez_media_diaria,vpa,lpa,peg_ratio,valor_de_mercado
RSUL3,0.00,0,0.00,0.00,0.00,38.41,27.22,17.50,0.00,1.08,-0.36,-0.24,0.00,0.00,0.00,2.28,43.25,20.04,45.41,0.46,0.54,1.15,26.29,13.12,0,25.91,11.21,0.00,152333486.25
RSUL4,61.51,4.77,5.45,2.36,1.09,38.41,27.22,17.50,3.50,1.08,-0.36,-0.24,0.95,3.71,-2.29,2.28,43.25,20.04,45.41,0.46,0.54,1.15,26.29,13.12,317025.44,25.91,11.21,0.22,152333486.25
SANB11,27.49,7.89,8.92,0.92,0.10,17.98,10.05,12.22,10.84,10.84,0,0,1.09,0,-0.10,0,10.35,1.13,0,0.11,0.89,0.09,10.04,5.38,44289606.74,29.88,3.09,-0.42,103479728503.80
SANB3,13.06,7.95,8.44,0.87,0.10,17.98,10.05,12.22,10.25,10.84,0,0,1.03,0,-0.10,0,10.35,1.13,0,0.11,0.89,0.09,10.04,5.38,1829516.74,14.94,1.55,-0.39,103479728503.80
SANB4,14.57,7.85,9.40,0.97,0.11,17.98,10.05,12.22,11.42,10.84,0,0,1.15,0,-0.11,0,10.35,1.13,0,0.11,0.89,0.09,10.04,5.38,2341102.22,14.94,1.55,-0.44,103479728503.80
SAPR11,20.78,8.80,5.34,0.69,0.37,58.36,32.27,20.61,3.41,5.56,2.15,0.44,1.10,6.95,-0.43,1.55,12.95,6.88,10.06,0.53,0.47,0.33,7.96,11.44,13616610.19,30.13,3.90,-1.49,6298704603.19
SAPR3,4.04,8.34,5.22,0.68,0.36,58.36,32.27,20.61,3.33,5.56,2.15,0.44,1.08,6.79,-0.42,1.55,12.95,6.88,10.06,0.53,0.47,0.33,7.96,11.44,846117.41,6.03,0.78,-1.45,6298704603.19
SAPR4,4.16,8.96,5.34,0.69,0.37,58.36,32.27,20.61,3.41,5.56,2.15,0.44,1.10,6.96,-0.43,1.55,12.95,6.88,10.06,0.53,0.47,0.33,7.96,11.44,6492662.33,6.03,0.78,-1.49,6298704603.19
SBFG3,9.94,1.37,12.80,1.02,0.29,47.84,6.51,2.96,5.82,9.11,3.29,0.58,0.38,1.66,-0.60,1.53,7.97,2.29,10.17,0.29,0.71,0.77,26.04,-4.54,38947126.00,9.75,0.78,-0.19,2421345611.72
SBSP3,53.77,2.37,12.71,1.31,0.65,34.94,21.43,12.64,7.50,10.72,3.22,0.56,1.61,153.22,-0.73,1.04,10.30,5.08,8.33,0.49,0.51,0.40,8.59,2.80,148417818.00,41.08,4.23,3.26,36765995853.51
SCAR3,24.00,0,-30.55,0.93,0.38,52.96,36.16,-8.53,7.21,16.30,9.10,1.17,2.61,2.92,-0.48,2.83,-3.04,-1.26,5.52,0.41,0.58,0.15,-6.96,0,140001.93,25.86,-0.79,-0.04,1385695656.00
SEDU3,23.80,0,-13.36,15.00,1.53,48.36,-15.73,-25.77,-21.89,-27.94,-6.05,4.15,3.44,57.90,-2.27,1.09,-112.29,-11.46,-13.15,0.10,0.90,0.44,12.49,0,0,1.59,-1.78,0.01,6238667820.00
SEER3,6.69,0,-3.70,0.71,0.26,49.21,-0.47,-13.49,-105.65,-167.53,-61.89,0.42,0.50,4.94,-0.33,1.32,-19.20,-6.89,-0.97,0.36,0.64,0.51,6.36,0,9862463.78,9.39,-1.80,0.00,859860020.80
SEQL3,1.14,0,-1.52,0.57,0.12,16.71,1.12,-9.11,12.41,59.23,46.82,2.16,0.14,2.92,-0.18,1.15,-37.61,-7.92,-0.09,0.21,0.79,0.87,0,0,12650176.78,1.99,-0.75,0.00,235963393.62
SGPS3,2.64,0,-0.29,0.22,0.05,24.22,-7.26,-31.40,-1.26,-8.89,-7.63,1.32,0.09,1.91,-0.07,1.07,-75.00,-15.48,-6.85,0.21,0.79,0.49,-5.73,0,796089.26,12.12,-9.09,0.00,132000000.00
SHOW3,2.95,0,-35.89,1.53,0.31,23.24,10.70,-1.41,4.71,2.78,-1.93,-0.63,0.50,3.02,-1.06,1.17,-4.25,-0.87,15.65,0.20,0.79,0.62,-12.84,0,653292.96,1.93,-0.08,0.41,198867255.55
SHUL3,111.89,0.21,125.98,33.44,17.43,27.66,19.05,14.36,97.68,45.66,0.27,0.10,18.84,42.02,-48.46,2.37,26.78,12.92,19.30,0.48,0.52,0.90,24.97,50.30,0,3.35,0.89,2.85,18583065721.08
SHUL4,7.32,3.49,8.24,2.19,1.14,27.66,19.05,14.36,6.39,45.66,0.27,0.10,1.23,2.75,-3.17,2.37,26.78,12.92,19.30,0.48,0.52,0.90,24.97,50.30,2018833.93,3.35,0.89,0.19,18583065721.08
SIMH3,10.75,1.47,30.22,3.08,0.15,29.92,19.46,1.09,1.69,7.32,5.63,10.25,0.33,1.05,-0.22,1.82,10.19,0.50,11.35,0.05,0.90,0.46,27.43,0,26495465.33,3.47,0.35,-0.45,8962580547.21
SLCE3,43.47,6.80,9.25,1.88,0.61,30.76,23.59,11.58,4.54,5.79,1.25,0.52,1.07,2.95,-1.17,1.78,20.34,6.64,19.01,0.33,0.65,0.57,34.00,24.39,72976724.37,23.02,4.68,-0.34,9814588351.40
SLED3,6.23,0,0.56,-0.17,0.61,45.54,210.83,124.35,0.33,0.52,0.37,0,0.70,-0.45,-0.81,0.15,-29.31,108.25,-61.12,-3.69,4.69,0.87,-45.03,0,18096.15,-37.75,11.06,0.01,27041645.92
SLED4,2.52,0,0.23,-0.07,0.25,45.54,210.83,124.35,0.14,0.52,0.37,0,0.29,-0.18,-0.33,0.15,-29.31,108.25,-61.12,-3.69,4.69,0.87,-45.03,0,631076.44,-37.75,11.06,0.00,27041645.92
SMFT3,23.54,0,164.53,3.17,1.11,31.76,14.50,5.81,65.98,69.02,3.03,0.15,9.57,10.30,-1.53,1.64,1.93,0.67,2.45,0.35,0.65,0.12,31.49,0,44462540.81,7.41,0.14,-1.43,13782556214.39
SMLS3,22.40,0,10.78,4.09,1.02,85.18,41.42,39.07,10.17,9.93,-0.24,-0.10,4.21,18.78,-2.54,1.10,37.96,9.43,24.47,0.25,0.75,0.24,0,0,0,5.47,2.08,-0.33,2781160547.20
SMTO3,33.21,4.99,11.50,1.98,0.62,30.75,31.33,15.33,5.63,8.80,3.17,1.11,1.76,3.80,-0.89,2.17,17.18,5.40,12.19,0.31,0.69,0.35,14.04,15.62,43382944.07,16.70,2.87,-0.37,11685913970.29
SNSY3,5.95,0,-0.14,-0.03,0.10,20.75,1.49,-37.13,3.59,16.46,9.95,0,0.05,-2.79,-0.23,0.94,-17.30,-66.64,-0.72,-3.85,4.89,1.79,16.67,0,28658.84,-238.80,-41.30,0.00,83270741.60
SNSY5,4.20,0,-0.10,-0.02,0.07,20.75,1.49,-37.13,2.55,16.46,9.95,0,0.04,-1.98,-0.16,0.94,-17.30,-66.64,-0.72,-3.85,4.89,1.79,16.67,0,71641.85,-238.80,-41.30,0.00,83270741.60
SNSY6,13.33,0,-0.32,-0.06,0.22,20.75,1.49,-37.13,8.04,16.46,9.95,0,0.12,-6.23,-0.51,0.94,-17.30,-66.64,-0.72,-3.85,4.89,1.79,16.67,0,0,-238.80,-41.30,0.00,83270741.60
SOJA3,11.57,0.71,8.64,1.69,0.82,12.05,9.24,8.67,8.10,8.39,0.29,0.06,0.75,2.22,-2.39,2.28,19.58,9.49,11.89,0.48,0.41,1.09,53.23,0,2706098.15,6.85,1.34,0.32,1357656378.34
SOMA3,11.25,0.90,25.80,1.18,0.82,57.08,9.39,6.76,18.57,20.64,2.07,0.13,1.74,4.96,-1.20,2.08,4.57,3.17,4.73,0.69,0.31,0.47,36.69,33.75,93555202.19,9.51,0.44,6.00,8812712998.79
SOND3,46.01,12.04,6.74,1.70,1.12,41.93,16.06,11.02,4.63,2.87,-1.40,-0.51,0.74,2.88,-2.89,2.72,25.15,16.58,18.03,0.66,0.34,1.50,23.50,39.24,0,27.14,6.82,0.36,104357624.00
SOND5,50.00,12.19,7.33,1.84,1.21,41.93,16.06,11.02,5.03,2.87,-1.40,-0.51,0.81,3.13,-3.14,2.72,25.15,16.58,18.03,0.66,0.34,1.50,23.50,39.24,7566.67,27.14,6.82,0.39,104357624.00
SOND6,40.56,15.03,5.94,1.49,0.99,41.93,16.06,11.02,4.08,2.87,-1.40,-0.51,0.66,2.54,-2.55,2.72,25.15,16.58,18.03,0.66,0.34,1.50,23.50,39.24,9906.20,27.14,6.82,0.31,104357624.00
SPRI3,21.72,0,-3.32,2.45,2.36,0,0,0,-3.00,-2.46,0.17,-0.14,0,4.61,-4.93,66.47,-73.82,-71.18,-81.66,0.96,0.04,0.00,0,0,0,8.86,-6.54,-0.01,48073731.88
SPRI5,8.52,0,-1.30,0.96,0.93,0,0,0,-1.18,-2.46,0.17,-0.14,0,1.81,-1.93,66.47,-73.82,-71.18,-81.66,0.96,0.04,0.00,0,0,0,8.86,-6.54,0.00,48073731.88
SPRI6,11.00,0,-1.68,1.24,1.20,0,0,0,-1.52,-2.46,0.17,-0.14,0,2.34,-2.49,66.47,-73.82,-71.18,-81.66,0.96,0.04,0.00,0,0,0,8.86,-6.54,0.00,48073731.88
SPRT3B,76.40,0,-78669.16,-1731456.77,33255.41,0,0,0,2744.62,2744.54,-0.08,0,0,-1731456.77,0,0.98,-2200.93,-42.27,-63085.51,-0.02,1.02,0.00,0,0,0,0.00,0.00,788.93,370531748.80
SQIA3,26.80,0.21,395.43,3.65,1.58,42.37,9.07,0.92,40.29,43.50,3.21,0.29,3.65,-29.27,-1.79,0.68,0.92,0.40,4.71,0.43,0.55,0.43,35.51,-4.50,30806975.07,7.30,0.07,-5.18,2344532973.52
STBP3,9.83,7.33,22.31,3.97,1.97,44.07,29.66,19.86,14.94,14.51,-0.44,-0.12,4.43,36.46,-2.41,1.41,17.80,8.81,18.13,0.49,0.51,0.44,18.58,0,29418595.63,2.48,0.44,1.48,8503436430.96
STKF3,0.00,0,0.00,0.00,0.00,47.48,40.02,38.30,0.00,2.13,2.13,0.23,0.00,0.00,0.00,2.79,10.25,6.66,5.87,0.65,0.35,0.17,22.63,110.22,0,7.41,0.76,0.00,0.00
STTR3,0.00,0,0.00,0.00,0.00,31.37,17.25,14.11,0.00,-0.22,-0.22,-0.09,0.00,0.00,0.00,2.46,32.10,17.86,25.38,0.56,0.44,1.27,22.02,0,0,2.91,0.94,0.00,0.00
SULA11,22.25,0.27,52.23,1.13,0.31,4.25,-3.34,0.83,-12.92,6.54,19.47,-1.71,0.43,0.85,-0.91,2.29,2.17,0.60,-8.72,0.28,0.72,0.73,4.58,-23.56,98011165.19,19.64,0.43,-0.94,9475042424.17
SULA3,7.43,0.27,52.32,1.13,0.31,4.25,-3.34,0.83,-12.95,6.54,19.47,-1.71,0.43,0.85,-0.91,2.29,2.17,0.60,-8.72,0.28,0.72,0.73,4.58,-23.56,43292.81,6.55,0.14,-0.95,9475042424.17
SULA4,7.63,0.26,53.73,1.17,0.32,4.25,-3.34,0.83,-13.30,6.54,19.47,-1.71,0.44,0.88,-0.93,2.29,2.17,0.60,-8.72,0.28,0.72,0.73,4.58,-23.56,90108.19,6.55,0.14,-0.97,9475042424.17
SUZB3,49.75,3.61,2.84,1.72,0.49,50.63,45.05,35.66,3.04,5.62,2.41,1.46,1.34,2.92,-0.68,2.47,47.95,13.53,20.16,0.28,0.72,0.38,36.49,58.91,206187705.26,28.84,17.53,0.03,65808645465.50
SYNE3,4.17,0,-10.37,0.42,0.16,48.49,31.47,-14.50,4.78,9.90,5.13,0.45,1.50,1.68,-0.18,5.32,-4.03,-1.50,2.90,0.37,0.37,0.10,1.23,0,975695.70,9.90,-0.40,0.10,631948002.30
TAEE11,35.31,13.72,10.43,1.82,0.65,78.71,90.53,60.12,6.69,11.25,3.65,1.28,5.20,5.06,-0.80,2.82,23.28,8.20,13.05,0.35,0.65,0.14,19.43,18.45,75240459.67,19.42,3.39,-0.24,12181481351.52
TAEE3,11.80,13.70,10.45,1.82,0.65,78.71,90.53,60.12,6.70,11.25,3.65,1.28,5.21,5.07,-0.80,2.82,23.28,8.20,13.05,0.35,0.65,0.14,19.43,18.45,2041963.93,6.47,1.13,-0.24,12181481351.52
TAEE4,11.84,13.71,10.44,1.82,0.65,78.71,90.53,60.12,6.70,11.25,3.65,1.28,5.20,5.06,-0.80,2.82,23.28,8.20,13.05,0.35,0.65,0.14,19.43,18.45,3703503.19,6.47,1.13,-0.24,12181481351.52
TASA3,15.37,8.45,5.39,1.85,0.87,43.26,25.18,15.56,3.33,3.48,0.16,0.09,0.84,4.46,-2.35,1.45,34.40,16.14,27.88,0.47,0.53,1.04,29.58,0,359757.48,8.27,2.85,-0.10,1933751414.36
TASA4,15.23,8.51,5.35,1.84,0.86,43.26,25.18,15.56,3.31,3.48,0.16,0.09,0.83,4.43,-2.33,1.45,34.40,16.14,27.88,0.47,0.53,1.04,29.58,0,8447782.96,8.27,2.85,-0.10,1933751414.36
TCNO3,1.20,0,-7.52,-8.40,0.03,0,0,0,-6.81,-34.51,-28.98,0,0,-0.08,-0.04,0.28,-111.63,-0.45,-3.55,0.00,1.00,0.00,0,0,4272.71,-0.14,-0.16,-0.28,6451072.50
TCNO4,0.85,0,-5.33,-5.95,0.02,0,0,0,-4.82,-34.51,-28.98,0,0,-0.06,-0.03,0.28,-111.63,-0.45,-3.55,0.00,1.00,0.00,0,0,12175.76,-0.14,-0.16,-0.20,6451072.50
TCSA3,3.90,0,23.45,0.48,0.18,15.62,8.99,3.71,9.69,25.50,15.82,0.79,0.87,0.44,-0.43,3.75,2.06,0.78,1.60,0.38,0.60,0.21,-5.08,0,362604.44,8.07,0.17,-0.22,287114997.00
TECN3,3.47,2.36,5.14,0.70,0.40,54.62,16.00,13.62,4.38,4.60,0.23,0.04,0.70,0.79,-1.09,4.69,13.66,7.72,10.61,0.56,0.44,0.57,0.65,0,904343.74,4.95,0.68,0.07,246753628.20
TEKA3,8.23,0,-0.03,0.00,0.00,17.92,-39.58,-58.02,-0.04,-4.83,-4.76,0,0.02,0.00,0.00,0.04,-8.03,-14.01,7.54,-1.74,2.74,0.24,15.05,0,0,-3881.95,-311.65,0.00,7416260.45
TEKA4,18.00,0,-0.06,0.00,0.01,17.92,-39.58,-58.02,-0.08,-4.83,-4.76,0,0.03,0.00,-0.01,0.04,-8.03,-14.01,7.54,-1.74,2.74,0.24,15.05,0,19779.77,-3881.95,-311.65,0.00,7416260.45
TELB3,15.92,0,-41.53,0.82,0.34,-47.57,11.29,-8.86,32.61,6.11,-25.05,-0.63,3.68,1.06,-0.56,5.06,-1.97,-0.81,2.31,0.41,0.59,0.09,36.54,0,48273.64,19.46,-0.38,0.54,1314785678.67
TELB4,12.60,0,-32.85,0.65,0.27,-47.57,11.29,-8.86,25.80,6.11,-25.05,-0.63,2.91,0.84,-0.44,5.06,-1.97,-0.81,2.31,0.41,0.59,0.09,36.54,0,102617.33,19.46,-0.38,0.43,1314785678.67
TEND3,13.98,0,-2.65,2.16,0.35,12.17,-10.99,-26.45,-7.88,-11.95,-2.78,1.12,0.57,7.41,-0.61,1.12,-97.01,-15.72,-15.66,0.16,0.84,0.59,-17.27,0,43753201.63,6.49,-5.30,-0.03,1464993213.84
TESA3,48.00,0,-13.30,1.62,0.52,15.86,9.39,-7.58,10.73,17.39,6.66,1.01,1.01,-11.10,-0.74,0.86,-12.18,-3.94,3.93,0.32,0.68,0.52,7.32,0,0,29.64,-3.61,0.83,1389696672.00
TFCO4,13.84,1.36,129.34,37.73,22.37,57.40,21.59,17.03,101.99,17.38,0.22,0.08,22.02,47.90,-83.43,2.76,29.17,17.29,24.54,0.59,0.41,1.02,22.58,24.63,2994110.48,0.37,0.11,9.96,2210497140.76
TGMA3,25.15,5.50,9.00,2.07,1.47,20.17,15.06,11.95,7.22,6.89,-0.35,-0.10,1.09,4.94,-2.83,2.68,21.86,15.48,17.29,0.71,0.29,1.30,4.80,11.03,3927669.81,12.13,2.79,0.14,1659313283.10
TIET11,12.54,0,4.38,2.25,0.46,74.66,61.76,49.46,3.51,7.15,3.64,2.34,2.16,1031.49,-0.52,1.00,51.45,10.47,13.16,0.20,0.72,0.21,-5.19,23.78,0,5.57,2.87,0.02,5004795800.93
TIET3,3.49,0,6.09,3.13,0.64,74.66,61.76,49.46,4.88,7.15,3.64,2.34,3.01,1435.37,-0.72,1.00,51.45,10.47,13.16,0.20,0.72,0.21,-5.19,23.78,0,1.11,0.57,0.03,5004795800.93
TIET4,3.51,0,6.13,3.15,0.64,74.66,61.76,49.46,4.91,7.15,3.64,2.34,3.03,1443.59,-0.72,1.00,51.45,10.47,13.16,0.20,0.72,0.21,-5.19,23.78,0,1.11,0.57,0.03,5004795800.93
TIMS3,14.57,5.83,17.40,1.40,0.62,50.24,14.46,7.48,9.92,11.57,1.80,0.23,1.54,-10.16,-0.75,0.74,6.65,2.96,8.85,0.45,0.55,0.40,5.81,6.33,96033377.78,10.42,0.84,-0.70,35222703990.90
TKNO3,69.63,1.86,5.85,0.76,0.57,21.69,15.82,11.77,4.35,3.15,-0.92,-0.16,0.69,1.53,-1.38,2.68,13.06,9.67,14.73,0.74,0.26,0.82,19.94,0,0,91.24,11.91,-0.12,192152382.63
TKNO4,60.00,6.83,5.04,0.66,0.49,21.69,15.82,11.77,3.75,3.15,-0.92,-0.16,0.59,1.32,-1.19,2.68,13.06,9.67,14.73,0.74,0.26,0.82,19.94,0,16425.25,91.24,11.91,-0.10,192152382.63
TOTS3,29.47,1.49,35.52,4.23,1.78,70.50,18.23,13.23,25.77,24.58,-1.19,-0.20,4.70,6.34,-4.16,1.96,11.91,5.01,8.59,0.42,0.55,0.38,11.23,40.71,97462000.07,6.98,0.83,0.90,18213075671.31
TOYB3,2.29,0,-43.94,-4.97,4.03,24.06,-10.70,-10.96,-45.00,-47.62,-0.63,0,4.81,-5.93,-11.89,0.49,-11.31,-9.18,11.93,-0.81,1.81,0.84,-33.11,0,0,-0.46,-0.05,0.47,71890222.22
TOYB4,2.50,0,-47.96,-5.43,4.40,24.06,-10.70,-10.96,-49.12,-47.62,-0.63,0,5.26,-6.47,-12.98,0.49,-11.31,-9.18,11.93,-0.81,1.81,0.84,-33.11,0,0,-0.46,-0.05,0.52,71890222.22
TPIS3,3.87,0,-4.14,0.20,0.06,26.30,17.54,-3.59,0.85,8.76,7.91,1.91,0.15,-0.44,-0.06,0.29,-4.95,-1.43,4.76,0.29,0.71,0.40,-5.55,0,305470.89,18.89,-0.94,0.02,170280000.00
TRAD3,1.52,0,-3.73,0.85,0.76,40.71,-132.55,-162.03,-4.55,-2.80,1.75,-0.33,6.04,3.21,-1.16,3.16,-22.86,-20.32,-19.11,0.89,0.11,0.13,0,0,4576882.22,1.78,-0.41,-0.01,425823649.76
TRIS3,6.75,2.03,14.75,0.98,0.48,27.61,33.12,10.19,4.54,6.91,2.38,0.51,1.50,0.91,-1.81,3.71,6.64,3.29,11.17,0.50,0.48,0.32,11.47,19.58,8113668.07,6.91,0.46,-1.41,1261534556.88
TRPL3,33.12,3.21,8.84,1.29,0.65,60.18,65.79,43.59,5.86,6.88,1.88,0.41,3.85,5.85,-0.77,3.15,14.59,7.31,12.84,0.50,0.49,0.17,15.07,12.57,73618.85,25.68,3.75,-0.52,18638707186.80
TRPL4,25.11,4.22,6.72,0.98,0.49,60.18,65.79,43.59,4.45,6.88,1.88,0.41,2.93,4.45,-0.59,3.15,14.59,7.31,12.84,0.50,0.49,0.17,15.07,12.57,35952530.19,25.68,3.75,-0.39,18638707186.80
TRPN3,0.71,0,0.44,0.54,0.40,100.00,71.70,59.29,0.37,-0.36,-0.72,-1.07,0.26,0.59,-6.13,3.61,122.35,90.00,90.82,0.74,0.26,1.52,-0.48,-0.38,0,1.31,1.60,0.00,32162716.00
TTEN3,12.42,0.93,9.99,2.15,0.96,15.44,8.11,8.35,10.28,10.60,0.32,0.07,0.83,4.06,-3.12,1.52,21.55,9.62,13.61,0.45,0.55,1.15,0,0,16276767.41,5.77,1.24,0.24,6188856775.74
TUPY3,27.97,4.26,7.03,1.30,0.40,18.67,7.58,5.41,5.01,7.79,2.78,0.72,0.38,1.30,-1.05,2.01,18.48,5.73,10.48,0.31,0.69,1.06,22.39,30.24,16801817.89,21.57,3.99,0.07,4038411775.00
TXRX3,9.00,0,-1742.43,-0.11,0.16,29.51,14.06,-0.01,1.28,10.90,10.11,0,0.18,-0.20,-0.33,0.40,-0.01,-0.01,-100.45,-1.38,2.38,0.88,20.12,0,900.00,-78.32,-0.01,17.44,23703549.84
TXRX4,3.78,0,-731.82,-0.05,0.07,29.51,14.06,-0.01,0.54,10.90,10.11,0,0.08,-0.09,-0.14,0.40,-0.01,-0.01,-100.45,-1.38,2.38,0.88,20.12,0,15306.38,-78.32,-0.01,7.33,23703549.84
UCAS3,3.10,5.86,7.79,1.07,0.64,34.37,6.46,11.16,13.46,11.07,-2.39,-0.19,0.87,10.14,-1.07,1.19,13.70,8.25,6.03,0.60,0.40,0.74,9.24,0,130760.26,2.91,0.40,-0.42,204867728.40
UGPA3,19.29,0.52,13.31,1.80,0.63,5.33,2.43,1.13,6.19,8.73,2.53,0.74,0.15,2.97,-1.17,1.87,13.54,4.76,11.85,0.35,0.63,4.22,12.42,0.46,88273120.67,10.66,1.44,0.35,21445378515.93
UNIP3,72.38,14.93,6.64,2.94,1.25,42.10,29.41,16.30,3.68,3.93,0.01,0.01,1.08,5.41,-2.19,2.14,44.27,18.75,34.14,0.42,0.57,1.15,19.21,30.20,876258.81,24.62,10.90,-0.14,8019906357.26
UNIP5,89.78,13.32,8.24,3.65,1.54,42.10,29.41,16.30,4.56,3.93,0.01,0.01,1.34,6.72,-2.71,2.14,44.27,18.75,34.14,0.42,0.57,1.15,19.21,30.20,33985.07,24.62,10.90,-0.17,8019906357.26
UNIP6,80.00,14.90,7.32,3.24,1.37,42.10,29.41,16.30,4.06,3.93,0.01,0.01,1.19,5.97,-2.41,2.14,44.27,18.75,34.14,0.42,0.57,1.15,19.21,30.20,16819143.85,24.62,10.90,-0.15,8019906357.26
USIM3,7.13,4.19,9.23,0.38,0.22,15.21,5.89,3.04,4.76,4.89,0.15,0.01,0.28,0.59,-0.45,3.90,4.10,2.41,3.28,0.59,0.34,0.79,24.78,32.96,2386542.59,18.87,0.77,-0.10,8896106750.36
USIM5,7.05,4.66,9.14,0.37,0.22,15.21,5.89,3.04,4.71,4.89,0.15,0.01,0.28,0.59,-0.44,3.90,4.10,2.41,3.28,0.59,0.34,0.79,24.78,32.96,93545340.22,18.87,0.77,-0.10,8896106750.36
USIM6,16.35,2.01,21.16,0.87,0.51,15.21,5.89,3.04,10.92,4.89,0.15,0.01,0.64,1.36,-1.03,3.90,4.10,2.41,3.28,0.59,0.34,0.79,24.78,32.96,47336.00,18.87,0.77,-0.24,8896106750.36
VALE3,67.46,8.45,3.71,1.61,0.69,41.14,32.52,38.57,4.40,5.00,0.60,0.22,1.43,39.31,-0.82,1.12,43.44,18.53,23.96,0.43,0.56,0.48,15.85,36.13,1835210701.48,41.79,18.15,-0.13,305792940664.60
VAMO3,11.91,2.34,19.36,3.36,0.72,42.39,32.87,12.67,6.58,10.14,3.84,1.87,2.22,5.53,-0.97,1.51,18.83,3.96,13.36,0.21,0.79,0.31,64.03,54.74,80378362.59,3.54,0.62,0.52,13163548862.48
VBBR3,17.25,4.27,15.59,1.59,0.50,3.64,1.87,0.71,5.93,9.30,3.37,0.90,0.11,1.53,-1.08,2.57,10.19,3.21,10.53,0.32,0.68,4.53,16.50,2.35,120234114.70,10.90,1.11,-0.35,20154500000.00
VIIA3,1.83,0,-4.45,0.58,0.09,31.36,3.40,-2.13,2.79,10.58,7.80,1.61,0.09,-0.80,-0.15,0.80,-12.97,-1.92,0.78,0.15,0.85,0.90,3.76,0,119930248.22,3.17,-0.41,-0.10,2925129258.87
VITT3,12.00,2.73,11.78,2.94,1.80,39.16,21.10,17.41,9.72,11.13,1.41,0.43,2.05,4.59,-5.41,2.43,24.99,15.29,17.61,0.61,0.38,0.88,0,0,2932173.52,4.11,1.03,0.37,1729463703.63
VIVA3,30.60,1.19,20.45,4.27,2.51,69.27,20.03,18.63,19.02,18.84,-0.18,-0.04,3.81,7.00,-6.02,2.59,20.89,12.27,18.68,0.59,0.41,0.66,0,0,60965468.11,7.16,1.50,5.36,7230013709.09
VIVR3,3.01,0,-2.27,2.11,0.20,29.41,-49.76,-24.54,-1.12,-1.08,0.04,-0.08,0.56,2.47,-0.44,1.18,-93.31,-8.95,-125.02,0.10,0.90,0.36,83.05,0,1403843.52,1.42,-1.32,0.04,70435347.00
VIVT3,42.69,5.57,17.09,1.03,0.58,42.96,13.84,8.43,10.40,12.42,2.02,0.20,1.44,-26.44,-0.70,0.89,6.05,3.42,6.88,0.56,0.44,0.41,2.14,-2.01,85894313.41,41.34,2.50,-0.55,71133685817.56
VIVT4,45.34,0,18.12,1.10,0.62,42.96,13.84,8.43,11.03,12.42,2.02,0.20,1.53,-28.04,-0.75,0.89,6.05,3.42,6.88,0.56,0.44,0.41,2.14,-2.01,0,41.34,2.50,-0.58,71133685817.56
VLID3,16.14,3.98,12.95,1.03,0.49,39.56,18.80,5.58,3.84,5.44,1.60,0.43,0.72,2.01,-1.00,1.89,7.98,3.75,13.26,0.47,0.52,0.67,3.60,29.80,5675554.74,15.63,1.25,0.11,1320839092.50
VSPT3,4.99,0,-0.30,0.37,0.11,1.81,-49.98,-72.56,-0.44,-0.93,-0.49,0.41,0.22,-2.80,-0.13,0.79,-122.98,-35.89,-67.96,0.29,0.71,0.49,7.49,0,0,13.40,-16.48,0.00,712610842.16
VSPT4,0.00,0,0.00,0.00,0.00,1.81,-49.98,-72.56,0.00,-0.93,-0.49,0.41,0.00,0.00,0.00,0.79,-122.98,-35.89,-67.96,0.29,0.71,0.49,7.49,0,0,13.40,-16.48,0.00,712610842.16
VSTE3,19.25,0.60,18.06,2.14,1.34,63.44,20.55,11.01,9.67,10.76,1.08,0.24,1.99,10.70,-1.98,1.62,11.83,7.39,10.53,0.62,0.38,0.67,-3.13,-22.07,521151.74,9.01,1.07,-0.16,2183468287.00
VULC3,20.19,2.99,9.97,2.78,1.83,37.82,17.96,18.99,10.54,10.75,0.21,0.06,1.89,4.34,-5.22,2.87,27.85,18.40,19.88,0.66,0.34,0.97,14.97,21.47,9544671.19,7.29,2.03,0.24,4979803941.00
VVAR11,14.58,0,-35.47,4.60,0.68,31.36,3.40,-2.13,22.22,10.58,7.80,1.61,0.76,-6.35,-1.22,0.80,-12.97,-1.92,0.78,0.15,0.85,0.90,3.76,0,0,3.17,-0.41,-0.82,2925129258.87
VVAR4,95.68,0,-232.78,30.20,4.46,31.36,3.40,-2.13,145.79,10.58,7.80,1.61,4.96,-41.67,-7.97,0.80,-12.97,-1.92,0.78,0.15,0.85,0.90,3.76,0,0,3.17,-0.41,-5.40,2925129258.87
VVEO3,20.00,1.38,32.41,2.79,0.72,15.87,5.65,2.07,11.87,15.91,4.04,0.95,0.67,2.67,-1.66,1.92,8.61,2.23,8.98,0.26,0.74,1.08,0,0,9957499.37,7.18,0.62,-0.57,6469324984.32
WEGE3,40.66,1.44,37.19,11.43,5.88,30.38,17.84,14.85,30.96,30.55,-0.40,-0.15,5.52,18.77,-19.38,1.82,30.74,15.81,24.36,0.51,0.47,1.06,25.71,31.96,350716392.67,3.54,1.09,1.74,169991378919.00
